"","SCIENTIFIC_NAME","mean_SSI"
"763","Sibbaldiopsis tridentata",1.11068156500612
"764","Silene drummondii",0.983538213224241
"765","Silene latifolia",1.14636938618717
"767","Silene noctiflora",1.10492102890195
"769","Sinapis arvensis",1.56227919333937
"770","Sisymbrium altissimum",0.991535780927807
"771","Sisymbrium loeselii",0.86066296582387
"772","Sisyrinchium montanum",0.77628623399454
"773","Sium suave",0.361853743840943
"775","Solidago altissima",0.375765568931091
"776","Solidago canadensis",1.06987369149404
"777","Solidago gigantea",1.63138033514416
"778","Solidago lepida",0.741300659953286
"779","Solidago missouriensis",0.863202631113374
"780","Solidago mollis",1.97657840812497
"781","Solidago multiradiata",1.68805675741604
"783","Solidago rigida",1.69613458234399
"784","Solidago simplex",1.48304922746689
"785","Sonchus arvensis",0.472973527121408
"786","Sonchus asper",0.662097597510429
"787","Sonchus oleraceus",1.32115020426747
"789","Sorbus scopulina",0.882065830520717
"790","Sparganium angustifolium",0.983451043243988
"791","Sparganium emersum",3.13174591004496
"792","Sparganium eurycarpum",1.05814442876289
"793","Sparganium natans",1.88327260488135
"794","Spartina gracilis",1.32552156273771
"796","Spergularia diandra",1.25759128149197
"797","Spergularia salina",1.58031087174278
"798","Sphaeralcea coccinea",0.542715964399848
"799","Sphenopholis intermedia",1.99462513128128
"800","Spiraea alba",1.26327692698028
"801","Spiraea lucida",0.822539134986421
"802","Spiranthes romanzoffiana",0.922785192321676
"803","Spirodela polyrhiza",0.585048491029698
"804","Stachys palustris",0.538276234101638
"805","Stellaria calycantha",0.694047468101956
"806","Stellaria crassifolia",1.13731155447403
"807","Stellaria longifolia",0.524885587180228
"808","Stellaria longipes",1.25106932325849
"809","Stellaria media",0.911611085896972
"811","Streptopus amplexifolius",0.852855862857614
"812","Stuckenia filiformis",0.557969198633551
"813","Stuckenia pectinata",0.445233238726344
"814","Stuckenia vaginata",1.63370275573493
"815","Suaeda calceoliformis",0.871829190259446
"816","Symphoricarpos albus",0.540059554892715
"817","Symphoricarpos occidentalis",0.448530410580099
"818","Symphyotrichum boreale",0.594881990220973
