"Latitude","Longitude","NRNAME","Protocol","WetlandType","WSite","Site","Year","Species","PA"
56.904362,-114.559021,"Boreal","Terrestrial","Bog","500","500",2014,"Equisetum sylvaticum",1
56.885067,-114.255661,"Boreal","Terrestrial","Bog","501","501",2014,"Lycopodium annotinum",1
56.868839,-113.958031,"Boreal","Terrestrial","Poor Fen","502","502",2014,"Equisetum arvense",1
56.732479,-112.732773,"Boreal","Terrestrial","Rich Fen","506","506",2013,"Rhododendron groenlandicum",1
56.703514,-112.361649,"Boreal","Terrestrial","Bog","507","507",2013,"Equisetum scirpoides",1
56.682861,-112.014778,"Boreal","Terrestrial","Rich Fen","508","508",2013,"Equisetum scirpoides",1
56.633797,-111.700684,"Boreal","Terrestrial","Poor Fen","509","509",2014,"Equisetum arvense",1
56.602238,-111.343719,"Boreal","Terrestrial","Bog","510","510",2014,"Equisetum fluviatile",1
56.553654,-111.028305,"Boreal","Terrestrial","Poor Fen","511","511",2014,"Equisetum scirpoides",1
56.463573,-110.065025,"Boreal","Terrestrial","Poor Fen","514","514",2015,"Lycopodium annotinum",1
57.12088,-119.900093,"Boreal","Terrestrial","Bog","515","515",2007,"Equisetum sylvaticum",1
56.837563,-115.344734,"Boreal","Terrestrial","Rich Fen","529","529",2015,"Drosera rotundifolia",1
56.777458,-115.052505,"Boreal","Terrestrial","Bog","530","530",2015,"Rhododendron groenlandicum",1
56.744755,-114.707581,"Boreal","Terrestrial","Bog","531","531",2014,"Equisetum sylvaticum",1
56.760143,-114.332275,"Boreal","Terrestrial","Marsh","532","532",2014,"Equisetum scirpoides",1
56.668095,-114.006927,"Boreal","Terrestrial","Bog","533","533",2014,"Lycopodium annotinum",1
56.588074,-112.776077,"Boreal","Terrestrial","Rich Fen","537","537",2013,"Rhododendron groenlandicum",1
56.549435,-112.45282,"Boreal","Terrestrial","Bog","538","538",2013,"Lycopodium annotinum",1
56.50687,-112.16037,"Boreal","Terrestrial","Rich Fen","539","539",2013,"Equisetum arvense",1
59.678719,-114.780563,"Boreal","Terrestrial","Bog","54","54",2013,"Equisetum arvense",1
56.454128,-111.739182,"Boreal","Terrestrial","Poor Fen","540","540",2014,"Rumex occidentalis",1
56.389679,-111.437485,"Boreal","Terrestrial","Bog","541","541",2014,"Equisetum fluviatile",1
56.315376,-110.536407,"Boreal","Terrestrial","Poor Fen","544","544",2015,"Equisetum scirpoides",1
56.264294,-110.207954,"Boreal","Terrestrial","Rich Fen","545","545",2015,"Equisetum arvense",1
56.933628,-119.881012,"Boreal","Terrestrial","Poor Fen","546","546",2013,"Equisetum arvense",1
56.670578,-115.698334,"Boreal","Terrestrial","Bog","559","559",2015,"Equisetum scirpoides",1
59.642456,-114.057098,"Boreal","Terrestrial","Bog","56","56",2013,"Equisetum scirpoides",1
56.651146,-115.323715,"Boreal","Terrestrial","Poor Fen","560","560",2015,"Equisetum scirpoides",1
56.634964,-115.017265,"Boreal","Terrestrial","Poor Fen","561","561",2015,"Equisetum scirpoides",1
56.596901,-114.647148,"Boreal","Terrestrial","Swamp","562","562",2014,"Calamagrostis canadensis",1
56.568848,-114.355988,"Boreal","Terrestrial","Bog","563","563",2014,"Lycopodium annotinum",1
56.529064,-114.080284,"Boreal","Terrestrial","Bog","564","564",2014,"Lycopodium annotinum",1
56.329151,-112.424896,"Boreal","Terrestrial","Swamp","569","569",2013,"Equisetum fluviatile",1
56.333176,-112.122169,"Boreal","Terrestrial","Bog","570","570",2013,"Drosera rotundifolia",1
56.272148,-111.878265,"Boreal","Terrestrial","Poor Fen","571","571",2014,"Lycopodium annotinum",1
56.242714,-111.523277,"Boreal","Terrestrial","Swamp","572","572",2014,"Equisetum pratense",1
56.217773,-111.191597,"Boreal","Terrestrial","Poor Fen","573","573",2014,"Drosera rotundifolia",1
56.174919,-110.900429,"Boreal","Terrestrial","Poor Fen","574","574",2015,"Lycopodium dendroideum",1
56.109257,-110.594681,"Boreal","Terrestrial","Bog","575","575",2015,"Equisetum fluviatile",1
56.733891,-119.645256,"Boreal","Terrestrial","Bog","578","578",2012,"Rhododendron groenlandicum",1
56.731594,-119.276932,"Boreal","Terrestrial","Bog","579","579",2012,"Lycopodium annotinum",1
56.645885,-117.63176,"Boreal","Terrestrial","Marsh","584","584",2015,"Lycopodium annotinum",1
56.626186,-117.39534,"Boreal","Terrestrial","Bog","585","585",2015,"Equisetum sylvaticum",1
56.55088,-116.733871,"Boreal","Terrestrial","Rich Fen","587","587",2013,"Equisetum scirpoides",1
56.568489,-116.374451,"Boreal","Terrestrial","Swamp","588","588",2013,"Equisetum arvense",1
56.490124,-116.039406,"Boreal","Terrestrial","Marsh","589","589",2013,"Equisetum arvense",1
56.385468,-114.746071,"Boreal","Terrestrial","Poor Fen","593","593",2013,"Equisetum sylvaticum",1
56.345901,-114.465256,"Boreal","Terrestrial","Bog","594","594",2013,"Equisetum arvense",1
56.336475,-114.09919,"Boreal","Terrestrial","Bog","595","595",2013,"Lycopodium annotinum",1
56.223064,-112.856621,"Boreal","Terrestrial","Swamp","599","599",2015,"Equisetum fluviatile",1
59.842426,-110.768616,"Canadian Shield","Terrestrial","Bog","6","6",2013,"Lycopodium annotinum",1
56.145565,-112.27784,"Boreal","Terrestrial","Rich Fen","601","601",2015,"Rhododendron groenlandicum",1
56.086975,-111.859787,"Boreal","Terrestrial","Swamp","602","602",2013,"Equisetum sylvaticum",1
56.039345,-111.209465,"Boreal","Terrestrial","Poor Fen","604","604",2013,"Equisetum fluviatile",1
56.004623,-110.947266,"Boreal","Terrestrial","Bog","605","605",2012,"Equisetum arvense",1
55.91721,-110.027626,"Boreal","Terrestrial","Rich Fen","608","608",2011,"Equisetum hyemale",1
56.541172,-119.269791,"Boreal","Terrestrial","Swamp","611","611",2012,"Viburnum edule",1
56.436817,-117.657349,"Boreal","Terrestrial","Bog","616","616",2015,"Mertensia paniculata",1
56.44331,-117.369858,"Boreal","Terrestrial","Swamp","617","617",2015,"Equisetum arvense",1
56.345371,-116.711296,"Boreal","Terrestrial","Swamp","619","619",2013,"Lycopodium annotinum",1
56.212494,-114.849663,"Boreal","Terrestrial","Bog","625","625",2013,"Equisetum fluviatile",1
56.22192,-114.478264,"Boreal","Terrestrial","Swamp","626","626",2013,"Equisetum scirpoides",1
56.181553,-114.14048,"Boreal","Terrestrial","Poor Fen","627","627",2013,"Equisetum arvense",1
59.416378,-111.659508,"Boreal","Terrestrial","Wet Meadow","63","63",2011,"Triglochin maritima",1
56.047466,-112.83889,"Boreal","Terrestrial","Rich Fen","631","631",2015,"Drosera rotundifolia",1
55.979862,-112.605103,"Boreal","Terrestrial","Marsh","632","632",2015,"Equisetum arvense",1
55.970795,-112.23922,"Boreal","Terrestrial","Bog","633","633",2015,"Drosera rotundifolia",1
55.89463,-111.675308,"Boreal","Terrestrial","Bog","635","635",2013,"Lycopodium annotinum",1
55.881409,-111.402763,"Boreal","Terrestrial","Bog","636","636",2013,"Equisetum fluviatile",1
55.811905,-111.004028,"Boreal","Terrestrial","Swamp","637","637",2012,"Equisetum arvense",1
55.781212,-110.729614,"Boreal","Terrestrial","Bog","638","638",2012,"Lycopodium dendroideum",1
55.747368,-110.403282,"Boreal","Terrestrial","Poor Fen","639","639",2012,"Equisetum arvense",1
59.31958,-111.284081,"Canadian Shield","Terrestrial","Rich Fen","64","64",2012,"Equisetum arvense",1
55.71085,-110.065269,"Boreal","Terrestrial","Rich Fen","640","640",2011,"Amelanchier alnifolia",1
56.246216,-117.341248,"Parkland","Terrestrial","Wet Meadow","649","649",2016,"Equisetum fluviatile",1
59.318275,-110.953598,"Canadian Shield","Terrestrial","Poor Fen","65","65",2011,"Equisetum sylvaticum",1
56.221806,-116.832489,"Boreal","Terrestrial","Poor Fen","651","651",2013,"Amelanchier alnifolia",1
56.165104,-116.444389,"Boreal","Terrestrial","Rich Fen","652","652",2013,"Salix athabascensis",1
56.148235,-116.120285,"Boreal","Terrestrial","Wet Meadow","653","653",2014,"Tephroseris palustris",1
56.028576,-114.892906,"Boreal","Terrestrial","Bog","657","657",2013,"Equisetum arvense",1
56.046543,-114.521767,"Boreal","Terrestrial","Bog","658","658",2013,"Myrica gale",1
55.977169,-114.198029,"Boreal","Terrestrial","Bog","659","659",2013,"Equisetum scirpoides",1
59.29142,-110.63604,"Canadian Shield","Terrestrial","Poor Fen","66","66",2014,"Equisetum sylvaticum",1
55.847248,-113.027748,"Boreal","Terrestrial","Bog","663","663",2015,"Rhododendron groenlandicum",1
55.852993,-112.605179,"Boreal","Terrestrial","Bog","664","664",2015,"Equisetum arvense",1
55.799694,-112.317108,"Boreal","Terrestrial","Rich Fen","665","665",2015,"Drosera rotundifolia",1
55.765549,-112.066238,"Boreal","Terrestrial","Bog","666","666",2013,"Equisetum sylvaticum",1
55.709446,-111.70414,"Boreal","Terrestrial","Bog","667","667",2013,"Lycopodium annotinum",1
55.636261,-111.128052,"Boreal","Terrestrial","Bog","669","669",2012,"Lemna turionifera",1
55.588326,-110.4412,"Boreal","Terrestrial","Poor Fen","671","671",2012,"Equisetum hyemale",1
55.529751,-110.113976,"Boreal","Terrestrial","Bog","672","672",2011,"Lycopodium annotinum",1
59.813072,-119.770706,"Boreal","Terrestrial","Poor Fen","68","68",2014,"Equisetum scirpoides",1
56.021881,-116.822372,"Boreal","Terrestrial","Poor Fen","682","682",2013,"Fragaria vesca",1
55.998497,-116.433823,"Boreal","Terrestrial","Bog","683","683",2013,"Equisetum sylvaticum",1
55.997955,-116.186646,"Boreal","Terrestrial","Bog","684","684",2013,"Lycopodium annotinum",1
55.853664,-114.960381,"Boreal","Terrestrial","Bog","688","688",2008,"Equisetum arvense",1
55.859657,-114.639381,"Boreal","Terrestrial","Bog","689","689",2008,"Viburnum edule",1
59.810764,-119.458748,"Boreal","Terrestrial","Poor Fen","69","69",2014,"Equisetum fluviatile",1
55.805695,-113.99424,"Boreal","Terrestrial","Poor Fen","691","691",2013,"Lycopodium annotinum",1
55.787491,-113.671707,"Boreal","Terrestrial","Bog","692","692",2013,"Equisetum fluviatile",1
55.743893,-113.3946,"Boreal","Terrestrial","Bog","693","693",2013,"Lycopodium dendroideum",1
55.672577,-113.04023,"Boreal","Terrestrial","Poor Fen","694","694",2013,"Equisetum fluviatile",1
55.677059,-112.734268,"Boreal","Terrestrial","Bog","695","695",2013,"Equisetum arvense",1
55.653831,-112.423393,"Boreal","Terrestrial","Bog","696","696",2013,"Lycopodium annotinum",1
55.559921,-112.072166,"Boreal","Terrestrial","Bog","697","697",2016,"Lycopodium annotinum",1
55.547825,-111.749794,"Boreal","Terrestrial","Swamp","698","698",2016,"Equisetum sylvaticum",1
55.497818,-111.417191,"Boreal","Terrestrial","Poor Fen","699","699",2016,"Equisetum fluviatile",1
59.820942,-110.375534,"Canadian Shield","Terrestrial","Bog","7","7",2013,"Lycopodium dendroideum",1
55.467098,-111.192917,"Boreal","Terrestrial","Poor Fen","700","700",2014,"Equisetum sylvaticum",1
55.44717,-110.891159,"Boreal","Terrestrial","Poor Fen","701","701",2014,"Equisetum fluviatile",1
55.394737,-110.568474,"Boreal","Terrestrial","Bog","702","702",2014,"Equisetum fluviatile",1
55.855705,-117.155426,"Boreal","Terrestrial","Bog","712","712",2014,"Equisetum arvense",1
55.883343,-116.879593,"Boreal","Terrestrial","Poor Fen","713","713",2013,"Equisetum arvense",1
55.713268,-114.921829,"Boreal","Terrestrial","Poor Fen","719","719",2008,"Equisetum scirpoides",1
55.618637,-114.071823,"Foothills","Terrestrial","Bog","722","722",2013,"Equisetum sylvaticum",1
55.585331,-113.688354,"Foothills","Terrestrial","Swamp","723","723",2013,"Lycopodium annotinum",1
55.564034,-113.352173,"Boreal","Terrestrial","Bog","724","724",2013,"Equisetum sylvaticum",1
55.485153,-112.846214,"Boreal","Terrestrial","Bog","726","726",2013,"Equisetum arvense",1
55.374165,-112.146545,"Boreal","Terrestrial","Poor Fen","728","728",2016,"Equisetum sylvaticum",1
55.386623,-111.827736,"Boreal","Terrestrial","Poor Fen","729","729",2016,"Drosera rotundifolia",1
55.823025,-119.752716,"Boreal","Terrestrial","Bog","735","735",2012,"Dryopteris carthusiana",1
55.645458,-116.283638,"Boreal","Terrestrial","Swamp","746","746",2013,"Equisetum sylvaticum",1
55.42271,-114.355591,"Foothills","Terrestrial","Bog","752","752",2008,"Equisetum scirpoides",1
55.403595,-113.770721,"Boreal","Terrestrial","Bog","754","754",2013,"Lycopodium annotinum",1
55.346962,-113.453072,"Boreal","Terrestrial","Bog","755","755",2013,"Equisetum sylvaticum",1
55.344795,-113.137398,"Boreal","Terrestrial","Bog","756","756",2013,"Equisetum arvense",1
55.323009,-112.864319,"Boreal","Terrestrial","Swamp","757","757",2013,"Lycopodium annotinum",1
55.27935,-112.542313,"Boreal","Terrestrial","Bog","758","758",2013,"Rhododendron groenlandicum",1
55.248493,-112.251076,"Boreal","Terrestrial","Poor Fen","759","759",2016,"Equisetum fluviatile",1
55.164566,-111.923866,"Boreal","Terrestrial","Swamp","760","760",2016,"Lycopodium annotinum",1
55.156345,-111.656158,"Boreal","Terrestrial","Marsh","761","761",2016,"Equisetum arvense",1
55.596569,-118.537384,"Boreal","Terrestrial","Marsh","771","771",2013,"Equisetum arvense",1
55.483208,-116.593346,"Boreal","Terrestrial","Poor Fen","777","777",2013,"Persicaria lapathifolia",1
55.251911,-114.198654,"Boreal","Terrestrial","Bog","785","785",2014,"Equisetum arvense",1
55.239887,-113.804993,"Boreal","Terrestrial","Swamp","786","786",2014,"Equisetum arvense",1
55.188187,-113.51355,"Boreal","Terrestrial","Marsh","787","787",2014,"Equisetum sylvaticum",1
55.034576,-112.233109,"Boreal","Terrestrial","Marsh","791","791",2015,"Rhododendron groenlandicum",1
55.02652,-112.013039,"Boreal","Terrestrial","Rich Fen","792","792",2015,"Equisetum pratense",1
54.976463,-111.730118,"Boreal","Terrestrial","Poor Fen","793","793",2015,"Equisetum arvense",1
59.741611,-110.100601,"Canadian Shield","Terrestrial","Poor Fen","8","8",2013,"Linnaea borealis",1
55.281036,-116.385315,"Boreal","Terrestrial","Bog","810","810",2013,"Equisetum arvense",1
55.082214,-114.16217,"Boreal","Terrestrial","Poor Fen","817","817",2014,"Equisetum arvense",1
55.047272,-113.870064,"Boreal","Terrestrial","Poor Fen","818","818",2014,"Equisetum fluviatile",1
59.492878,-114.793625,"Boreal","Terrestrial","Bog","82","82",2013,"Equisetum scirpoides",1
54.883816,-112.384628,"Boreal","Terrestrial","Poor Fen","823","823",2015,"Rumex occidentalis",1
54.811955,-111.665276,"Boreal","Terrestrial","Bog","825","825",2015,"Equisetum sylvaticum",1
54.705143,-110.820778,"Boreal","Terrestrial","Marsh","828","828",2012,"Equisetum arvense",1
54.672474,-110.546539,"Boreal","Terrestrial","Bog","829","829",2012,"Equisetum arvense",1
59.460358,-114.442337,"Boreal","Terrestrial","Bog","83","83",2013,"Equisetum scirpoides",1
55.265808,-118.930534,"Parkland","Terrestrial","Marsh","834","834",2013,"Equisetum arvense",1
54.870182,-114.268692,"Boreal","Terrestrial","Poor Fen","849","849",2014,"Equisetum fluviatile",1
54.858162,-113.977287,"Boreal","Terrestrial","Bog","850","850",2014,"Equisetum arvense",1
54.841652,-113.643242,"Boreal","Terrestrial","Bog","851","851",2014,"Equisetum arvense",1
54.682022,-112.363113,"Boreal","Terrestrial","Marsh","855","855",2015,"Fragaria vesca",1
54.61285,-111.486748,"Boreal","Terrestrial","Marsh","858","858",2012,"Equisetum fluviatile",1
55.059719,-118.335739,"Boreal","Terrestrial","Bog","868","868",2008,"Equisetum arvense",1
54.877594,-115.831787,"Foothills","Terrestrial","Bog","876","876",2010,"Lycopodium annotinum",1
54.82724,-115.563065,"Foothills","Terrestrial","Bog","877","877",2010,"Lycopodium annotinum",1
54.708691,-114.23317,"Boreal","Terrestrial","Poor Fen","881","881",2009,"Equisetum fluviatile",1
54.677731,-114.044724,"Boreal","Terrestrial","Poor Fen","882","882",2009,"Equisetum fluviatile",1
54.669357,-113.595978,"Boreal","Terrestrial","Bog","883","883",2009,"Equisetum pratense",1
54.515881,-112.468384,"Boreal","Terrestrial","Poor Fen","887","887",2014,"Equisetum arvense",1
54.470558,-112.165871,"Boreal","Terrestrial","Marsh","888","888",2014,"Equisetum arvense",1
54.434608,-111.914276,"Boreal","Terrestrial","Bog","889","889",2014,"Equisetum fluviatile",1
54.431137,-111.544334,"Boreal","Terrestrial","Marsh","890","890",2016,"Viburnum edule",1
54.2005,-110.043304,"Boreal","Terrestrial","Swamp","895","895",2014,"Equisetum sylvaticum",1
54.89819,-118.988976,"Boreal","Terrestrial","Bog","899","899",2008,"Corylus cornuta",1
54.889511,-118.296112,"Boreal","Terrestrial","Bog","901","901",2008,"Equisetum pratense",1
54.68285,-115.836937,"Foothills","Terrestrial","Bog","909","909",2010,"Lycopodium annotinum",1
59.212379,-111.772346,"Boreal","Terrestrial","Poor Fen","91","91",2011,"Equisetum fluviatile",1
54.686611,-115.556122,"Foothills","Terrestrial","Bog","910","910",2010,"Lycopodium annotinum",1
54.531624,-114.361832,"Boreal","Terrestrial","Bog","914","914",2009,"Linnaea borealis",1
54.49514,-113.989128,"Boreal","Terrestrial","Bog","915","915",2009,"Thlaspi arvense",1
54.491386,-113.665222,"Boreal","Terrestrial","Bog","916","916",2009,"Equisetum arvense",1
54.35503,-112.469894,"Boreal","Terrestrial","Marsh","920","920",2014,"Equisetum arvense",1
54.284721,-111.918694,"Boreal","Terrestrial","Poor Fen","922","922",2014,"Equisetum arvense",1
54.233109,-111.660652,"Boreal","Terrestrial","Swamp","923","923",2016,"Equisetum arvense",1
54.0588,-110.071587,"Boreal","Terrestrial","Poor Fen","928","928",2014,"Lycopodium dendroideum",1
59.160793,-111.064606,"Canadian Shield","Terrestrial","Rich Fen","93","93",2011,"Lycopodium annotinum",1
59.114807,-110.680214,"Canadian Shield","Terrestrial","Poor Fen","94","94",2014,"Cryptogramma acrostichoides",1
54.548,-116.261368,"Foothills","Terrestrial","Poor Fen","941","941",2010,"Symphyotrichum ciliolatum",1
54.501518,-115.896027,"Foothills","Terrestrial","Bog","942","942",2010,"Equisetum arvense",1
54.452568,-115.63842,"Foothills","Terrestrial","Poor Fen","943","943",2010,"Equisetum fluviatile",1
54.191296,-112.577133,"Boreal","Terrestrial","Marsh","953","953",2014,"Selaginella densa",1
54.135212,-112.3311,"Boreal","Terrestrial","Poor Fen","954","954",2014,"Myrica gale",1
54.045712,-111.691193,"Boreal","Terrestrial","Marsh","956","956",2011,"Equisetum pratense",1
53.926502,-110.809654,"Boreal","Terrestrial","Poor Fen","959","959",2014,"Drosera rotundifolia",1
53.864643,-110.222214,"Boreal","Terrestrial","Swamp","961","961",2014,"Equisetum arvense",1
54.439407,-117.763863,"Foothills","Terrestrial","Bog","969","969",2011,"Rhododendron groenlandicum",1
59.663017,-119.780594,"Boreal","Terrestrial","Bog","97","97",2014,"Rhododendron tomentosum",1
54.465412,-117.456635,"Foothills","Terrestrial","Bog","970","970",2011,"Equisetum fluviatile",1
54.329117,-116.306122,"Foothills","Terrestrial","Bog","974","974",2008,"Equisetum fluviatile",1
59.598625,-119.478241,"Boreal","Terrestrial","Bog","98","98",2014,"Rhododendron tomentosum",1
53.79871,-110.807312,"Parkland","Terrestrial","Swamp","992","992",2013,"Brassica napus",1
53.771446,-110.54866,"Parkland","Terrestrial","Marsh","993","993",2013,"Brassica napus",1
54.434975,-119.971832,"Rocky Mountain","Terrestrial","Poor Fen","995","995",2011,"Lycopodium annotinum",1
54.193382,-116.921707,"Foothills","Terrestrial","Bog","OG-1005-1","OG-1005-1",2010,"Equisetum arvense",1
54.189331,-116.269379,"Foothills","Terrestrial","Poor Fen","OG-1007-1","OG-1007-1",2010,"Petasites frigidus",1
53.575809,-112.461479,"Parkland","Terrestrial","Marsh","OG-1054-1","OG-1054-1",2011,"Carex inops",1
53.485844,-113.120331,"Boreal","Terrestrial","Swamp","OG-1085-1","OG-1085-1",2014,"Equisetum arvense",1
53.164841,-111.919342,"Parkland","Terrestrial","Swamp","OG-1122-1","OG-1122-1",2011,"Equisetum arvense",1
53.208466,-115.650589,"Foothills","Terrestrial","Marsh","OG-1175-1","OG-1175-1",2010,"Equisetum arvense",1
52.890835,-114.195892,"Boreal","Terrestrial","Swamp","OG-1212-1","OG-1212-1",2011,"Equisetum sylvaticum",1
52.677601,-112.46682,"Parkland","Terrestrial","Marsh","OG-1218-1","OG-1218-1",2011,"Carex inops",1
52.137676,-110.796417,"Grassland","Terrestrial","Marsh","OG-1283-1","OG-1283-1",2011,"Selaginella densa",1
52.052853,-113.565216,"Parkland","Terrestrial","Marsh","OG-1331-1","OG-1331-1",2011,"Bromus pumpellianus",1
51.829441,-111.513512,"Grassland","Terrestrial","Marsh","OG-1338-1","OG-1338-1",2011,"Selaginella densa",1
52.086155,-115.320328,"Foothills","Terrestrial","Bog","OG-1352-1","OG-1352-1",2010,"Lathyrus ochroleucus",1
52.018738,-115.006264,"Foothills","Terrestrial","Poor Fen","OG-1353-1","OG-1353-1",2010,"Equisetum scirpoides",1
52.060474,-114.732391,"Boreal","Terrestrial","Poor Fen","OG-1354-1","OG-1354-1",2010,"Mertensia paniculata",1
51.733898,-113.641487,"Parkland","Terrestrial","Marsh","OG-1383-1","OG-1383-1",2013,"Equisetum hyemale",1
51.08305,-112.906815,"Grassland","Terrestrial","Marsh","OG-1455-1","OG-1455-1",2011,"Selaginella densa",1
50.697739,-112.45594,"Grassland","Terrestrial","Marsh","OG-1498-1","OG-1498-1",2012,"Selaginella densa",1
49.207878,-112.653221,"Grassland","Terrestrial","Marsh","OG-1640-1","OG-1640-1",2011,"Selaginella densa",1
49.04185,-111.05324,"Grassland","Terrestrial","Marsh","OG-1646-1","OG-1646-1",2012,"Selaginella densa",1
49.045753,-112.432732,"Grassland","Terrestrial","Marsh","OG-1654-5","OG-1654-5",2009,"Carex inops",1
57.341125,-111.48172,"Boreal","Terrestrial","Marsh","OG-388-1","OG-388-1",2013,"Equisetum sylvaticum",1
57.12814,-110.874931,"Boreal","Terrestrial","Bog","OG-420-1","OG-420-1",2013,"Equisetum sylvaticum",1
57.004749,-111.505981,"Boreal","Terrestrial","Poor Fen","OG-448-1","OG-448-1",2013,"Plantago major",1
57.12431,-114.855614,"Boreal","Terrestrial","Swamp","OG-468-1","OG-468-1",2014,"Equisetum arvense",1
56.868309,-111.964401,"Boreal","Terrestrial","Poor Fen","OG-477-21","OG-477-21",2015,"Equisetum scirpoides",1
56.602238,-111.343719,"Boreal","Terrestrial","Bog","OG-510-1","OG-510-1",2007,"Equisetum fluviatile",1
56.602238,-111.343719,"Boreal","Terrestrial","Bog","OG-510-2","OG-510-2",2007,"Equisetum arvense",1
56.602238,-111.343719,"Boreal","Terrestrial","Poor Fen","OG-510-21","OG-510-21",2015,"Equisetum fluviatile",1
56.553654,-111.028305,"Boreal","Terrestrial","Bog","OG-511-1","OG-511-1",2008,"Stellaria calycantha",1
56.744755,-114.707581,"Boreal","Terrestrial","Bog","OG-531-1","OG-531-1",2014,"Lepidium densiflorum",1
56.405643,-111.113083,"Boreal","Terrestrial","Bog","OG-542-1","OG-542-1",2013,"Equisetum sylvaticum",1
56.405643,-111.113083,"Boreal","Terrestrial","Bog","OG-542-2","OG-542-2",2008,"Equisetum arvense",1
56.367294,-110.807022,"Boreal","Terrestrial","Swamp","OG-543-1","OG-543-1",2014,"Achillea alpina",1
56.367294,-110.807022,"Boreal","Terrestrial","Bog","OG-543-5","OG-543-5",2010,"Viburnum edule",1
56.634964,-115.017265,"Boreal","Terrestrial","Bog","OG-561-1","OG-561-1",2013,"Equisetum arvense",1
56.634964,-115.017265,"Boreal","Terrestrial","Bog","OG-561-2","OG-561-2",2013,"Equisetum arvense",1
56.596901,-114.647148,"Boreal","Terrestrial","Poor Fen","OG-562-1","OG-562-1",2014,"Achillea alpina",1
56.272148,-111.878265,"Boreal","Terrestrial","Poor Fen","OG-571-21","OG-571-21",2015,"Drosera rotundifolia",1
56.242714,-111.523277,"Boreal","Terrestrial","Bog","OG-572-1","OG-572-1",2013,"Equisetum arvense",1
56.174919,-110.900429,"Boreal","Terrestrial","Poor Fen","OG-574-1","OG-574-1",2008,"Populus balsamifera",1
56.663528,-117.947227,"Boreal","Terrestrial","Marsh","OG-583-21","OG-583-21",2015,"Equisetum arvense",1
56.49427,-115.735558,"Boreal","Terrestrial","Bog","OG-590-1","OG-590-1",2014,"Equisetum arvense",1
55.91721,-110.027626,"Boreal","Terrestrial","Bog","OG-608-2","OG-608-2",2011,"Lycopodium dendroideum",1
55.91721,-110.027626,"Boreal","Terrestrial","Bog","OG-608-4","OG-608-4",2011,"Lycopodium dendroideum",1
56.436817,-117.657349,"Boreal","Terrestrial","Bog","OG-616-1","OG-616-1",2008,"Equisetum sylvaticum",1
56.345371,-116.711296,"Boreal","Terrestrial","Swamp","OG-618-1","OG-618-1",2013,"Equisetum arvense",1
56.385921,-117.012878,"Boreal","Terrestrial","Swamp","OG-619-1","OG-619-1",2013,"Equisetum arvense",1
55.89463,-111.675308,"Boreal","Terrestrial","Bog","OG-635-1","OG-635-1",2011,"Equisetum arvense",1
55.811905,-111.004028,"Boreal","Terrestrial","Bog","OG-637-2","OG-637-2",2011,"Equisetum arvense",1
56.221806,-116.832489,"Boreal","Terrestrial","Rich Fen","OG-651-21","OG-651-21",2015,"Lycopodium dendroideum",1
56.148235,-116.120285,"Boreal","Terrestrial","Swamp","OG-653-1","OG-653-1",2014,"Equisetum arvense",1
55.955322,-113.965317,"Boreal","Terrestrial","Bog","OG-660-1","OG-660-1",2014,"Equisetum arvense",1
55.636261,-111.128052,"Boreal","Terrestrial","Bog","OG-669-1","OG-669-1",2013,"Equisetum sylvaticum",1
55.888378,-115.154457,"Boreal","Terrestrial","Marsh","OG-687-1","OG-687-1",2014,"Equisetum scirpoides",1
55.787491,-113.671707,"Boreal","Terrestrial","Poor Fen","OG-692-2","OG-692-2",2011,"Equisetum sylvaticum",1
55.44717,-110.891159,"Boreal","Terrestrial","Bog","OG-701-1","OG-701-1",2013,"Equisetum arvense",1
55.686321,-114.670769,"Boreal","Terrestrial","Bog","OG-720-1","OG-720-1",2008,"Elymus trachycaulus",1
55.564034,-113.352173,"Boreal","Terrestrial","Bog","OG-724-3","OG-724-3",2010,"Equisetum arvense",1
55.564034,-113.352173,"Boreal","Terrestrial","Poor Fen","OG-724-4","OG-724-4",2010,"Equisetum arvense",1
55.564034,-113.352173,"Boreal","Terrestrial","Poor Fen","OG-724-5","OG-724-5",2010,"Lycopodium annotinum",1
55.564034,-113.352173,"Boreal","Terrestrial","Bog","OG-724-6","OG-724-6",2010,"Lycopodium annotinum",1
55.443119,-112.50106,"Boreal","Terrestrial","Bog","OG-727-1","OG-727-1",2007,"Agrostis scabra",1
55.694748,-116.895493,"Boreal","Terrestrial","Rich Fen","OG-744-21","OG-744-21",2015,"Equisetum scirpoides",1
55.480305,-114.732422,"Foothills","Terrestrial","Bog","OG-751-3","OG-751-3",2008,"Equisetum arvense",1
55.27935,-112.542313,"Boreal","Terrestrial","Bog","OG-758-1","OG-758-1",2007,"Equisetum arvense",1
55.27935,-112.542313,"Boreal","Terrestrial","Bog","OG-758-2","OG-758-2",2007,"Trifolium pratense",1
55.156345,-111.656158,"Boreal","Terrestrial","Bog","OG-761-4","OG-761-4",2011,"Equisetum sylvaticum",1
55.300171,-114.781647,"Boreal","Terrestrial","Swamp","OG-783-1","OG-783-1",2014,"Equisetum arvense",1
55.251911,-114.198654,"Boreal","Terrestrial","Bog","OG-785-1","OG-785-1",2008,"Mentha arvensis",1
55.116135,-112.903625,"Boreal","Terrestrial","Bog","OG-789-1","OG-789-1",2007,"Carex tenuiflora",1
