ABMI.Site,Year,CSDNAME,CDNAME
W-1224,"2,015",Provost No. 52,Division No.  7
W-1225,"2,014",Provost No. 52,Division No.  7
W-1226,"2,014",Provost No. 52,Division No.  7
W-1253,"2,011",Provost No. 52,Division No.  7
W-1253,"2,015",Provost No. 52,Division No.  7
W-1254,"2,011",Provost No. 52,Division No.  7
W-1255,"2,014",Provost No. 52,Division No.  7
W-1256,"2,014",Provost No. 52,Division No.  7
W-960,"2,014",Puskiakiwenin 122,Division No. 12
OGW-1331,"2,011",Red Deer County,Division No.  8
OGW-1332,"2,011",Red Deer County,Division No.  8
W-1303,"2,015",Red Deer County,Division No.  8
W-1303,"2,009",Red Deer County,Division No.  8
W-1332,"2,011",Red Deer County,Division No.  8
W-1332,"2,015",Red Deer County,Division No.  8
W-1333,"2,011",Red Deer County,Division No.  8
W-1333,"2,015",Red Deer County,Division No.  8
W-1355,"2,008",Red Deer County,Division No.  8
W-1356,"2,013",Red Deer County,Division No.  8
W-1357,"2,013",Red Deer County,Division No.  8
OGW-1431,"2,013",Rocky View County,Division No.  6
W-1429,"2,010",Rocky View County,Division No.  6
W-1429,"2,016",Rocky View County,Division No.  6
W-1430,"2,010",Rocky View County,Division No.  6
W-1430,"2,016",Rocky View County,Division No.  6
W-1431,"2,014",Rocky View County,Division No.  6
W-1450,"2,010",Rocky View County,Division No.  6
W-1450,"2,016",Rocky View County,Division No.  6
W-1452,"2,010",Rocky View County,Division No.  6
W-1452,"2,016",Rocky View County,Division No.  6
W-1471,"2,011",Rocky View County,Division No.  6
W-1471,"2,016",Rocky View County,Division No.  6
W-674,"2,012",Saddle Hills County,Division No. 19
W-675,"2,012",Saddle Hills County,Division No. 19
W-704,"2,012",Saddle Hills County,Division No. 19
W-705,"2,012",Saddle Hills County,Division No. 19
W-706,"2,012",Saddle Hills County,Division No. 19
W-735,"2,012",Saddle Hills County,Division No. 19
W-736,"2,012",Saddle Hills County,Division No. 19
W-737,"2,012",Saddle Hills County,Division No. 19
W-956,"2,011",Saddle Lake 125,Division No. 12
W-956,"2,016",Saddle Lake 125,Division No. 12
W-1496,"2,012",Siksika 146,Division No.  5
W-1497,"2,013",Siksika 146,Division No.  5
W-887,"2,014",Smoky Lake County,Division No. 12
W-888,"2,014",Smoky Lake County,Division No. 12
W-920,"2,014",Smoky Lake County,Division No. 12
W-921,"2,014",Smoky Lake County,Division No. 12
W-922,"2,014",Smoky Lake County,Division No. 12
W-953,"2,014",Smoky Lake County,Division No. 12
W-954,"2,014",Smoky Lake County,Division No. 12
W-955,"2,014",Smoky Lake County,Division No. 12
W-711,"2,014",Smoky River No. 130,Division No. 19
W-712,"2,014",Smoky River No. 130,Division No. 19
W-742,"2,014",Smoky River No. 130,Division No. 19
W-743,"2,014",Smoky River No. 130,Division No. 19
W-744,"2,013",Smoky River No. 130,Division No. 19
W-776,"2,013",Smoky River No. 130,Division No. 19
OGW-1413,"2,013",Special Area No. 2,Division No.  4
OGW-1438,"2,013",Special Area No. 2,Division No.  4
W-1337,"2,013",Special Area No. 2,Division No.  4
W-1338,"2,013",Special Area No. 2,Division No.  4
W-1363,"2,012",Special Area No. 2,Division No.  4
W-1363,"2,016",Special Area No. 2,Division No.  4
W-1364,"2,016",Special Area No. 2,Division No.  4
W-1364,"2,012",Special Area No. 2,Division No.  4
W-1365,"2,014",Special Area No. 2,Division No.  4
W-1388,"2,016",Special Area No. 2,Division No.  4
W-1388,"2,012",Special Area No. 2,Division No.  4
W-1389,"2,016",Special Area No. 2,Division No.  4
W-1389,"2,012",Special Area No. 2,Division No.  4
W-1390,"2,014",Special Area No. 2,Division No.  4
W-1391,"2,014",Special Area No. 2,Division No.  4
W-1412,"2,016",Special Area No. 2,Division No.  4
W-1412,"2,012",Special Area No. 2,Division No.  4
W-1413,"2,016",Special Area No. 2,Division No.  4
W-1413,"2,012",Special Area No. 2,Division No.  4
W-1414,"2,014",Special Area No. 2,Division No.  4
W-1415,"2,014",Special Area No. 2,Division No.  4
W-1436,"2,008",Special Area No. 2,Division No.  4
W-1436,"2,015",Special Area No. 2,Division No.  4
W-1437,"2,011",Special Area No. 2,Division No.  4
W-1438,"2,011",Special Area No. 2,Division No.  4
W-1443,"2,010",Special Area No. 2,Division No.  4
W-1443,"2,016",Special Area No. 2,Division No.  4
W-1459,"2,011",Special Area No. 2,Division No.  4
W-1460,"2,011",Special Area No. 2,Division No.  4
W-1461,"2,011",Special Area No. 2,Division No.  4
W-1462,"2,012",Special Area No. 2,Division No.  4
W-1463,"2,012",Special Area No. 2,Division No.  4
W-1464,"2,012",Special Area No. 2,Division No.  4
W-1465,"2,010",Special Area No. 2,Division No.  4
W-1465,"2,016",Special Area No. 2,Division No.  4
W-1341,"2,013",Special Area No. 3,Division No.  4
W-1341,"2,016",Special Area No. 3,Division No.  4
W-1342,"2,016",Special Area No. 3,Division No.  4
W-1342,"2,013",Special Area No. 3,Division No.  4
W-1343,"2,013",Special Area No. 3,Division No.  4
W-1343,"2,016",Special Area No. 3,Division No.  4
W-1366,"2,014",Special Area No. 3,Division No.  4
W-1367,"2,014",Special Area No. 3,Division No.  4
W-1368,"2,012",Special Area No. 3,Division No.  4
W-1368,"2,015",Special Area No. 3,Division No.  4
W-1369,"2,015",Special Area No. 3,Division No.  4
W-1370,"2,012",Special Area No. 3,Division No.  4
W-1370,"2,015",Special Area No. 3,Division No.  4
W-1392,"2,014",Special Area No. 3,Division No.  4
W-1393,"2,012",Special Area No. 3,Division No.  4
W-1393,"2,015",Special Area No. 3,Division No.  4
W-1394,"2,012",Special Area No. 3,Division No.  4
W-1394,"2,015",Special Area No. 3,Division No.  4
W-1395,"2,015",Special Area No. 3,Division No.  4
W-1416,"2,014",Special Area No. 3,Division No.  4
W-1417,"2,012",Special Area No. 3,Division No.  4
W-1417,"2,015",Special Area No. 3,Division No.  4
W-1418,"2,012",Special Area No. 3,Division No.  4
W-1418,"2,015",Special Area No. 3,Division No.  4
W-1439,"2,011",Special Area No. 3,Division No.  4
W-1440,"2,012",Special Area No. 3,Division No.  4
W-1441,"2,012",Special Area No. 3,Division No.  4
W-1282,"2,013",Special Area No. 4,Division No.  4
W-1283,"2,013",Special Area No. 4,Division No.  4
W-1284,"2,013",Special Area No. 4,Division No.  4
W-1284,"2,016",Special Area No. 4,Division No.  4
W-1285,"2,013",Special Area No. 4,Division No.  4
W-1310,"2,013",Special Area No. 4,Division No.  4
W-1311,"2,013",Special Area No. 4,Division No.  4
W-1312,"2,016",Special Area No. 4,Division No.  4
W-1312,"2,013",Special Area No. 4,Division No.  4
W-1313,"2,013",Special Area No. 4,Division No.  4
W-1313,"2,016",Special Area No. 4,Division No.  4
W-1314,"2,013",Special Area No. 4,Division No.  4
W-1314,"2,016",Special Area No. 4,Division No.  4
W-1339,"2,013",Special Area No. 4,Division No.  4
W-1340,"2,013",Special Area No. 4,Division No.  4
W-770,"2,013",Spirit River No. 133,Division No. 19
OGW-990,"2,015",St. Paul County No. 19,Division No. 12
W-923,"2,010",St. Paul County No. 19,Division No. 12
W-923,"2,016",St. Paul County No. 19,Division No. 12
W-924,"2,016",St. Paul County No. 19,Division No. 12
W-924,"2,010",St. Paul County No. 19,Division No. 12
W-957,"2,010",St. Paul County No. 19,Division No. 12
W-957,"2,016",St. Paul County No. 19,Division No. 12
W-958,"2,011",St. Paul County No. 19,Division No. 12
W-958,"2,016",St. Paul County No. 19,Division No. 12
W-959,"2,014",St. Paul County No. 19,Division No. 12
W-990,"2,011",St. Paul County No. 19,Division No. 12
W-990,"2,015",St. Paul County No. 19,Division No. 12
W-991,"2,011",St. Paul County No. 19,Division No. 12
W-991,"2,015",St. Paul County No. 19,Division No. 12
W-992,"2,014",St. Paul County No. 19,Division No. 12
W-1360,"2,014",Starland County,Division No.  5
W-1361,"2,014",Starland County,Division No.  5
W-1362,"2,012",Starland County,Division No.  5
W-1362,"2,016",Starland County,Division No.  5
W-1387,"2,016",Starland County,Division No.  5
W-1387,"2,012",Starland County,Division No.  5
W-1411,"2,016",Starland County,Division No.  5
W-1411,"2,012",Starland County,Division No.  5
W-1248,"2,011",Stettler County No. 6,Division No.  7
W-1276,"2,011",Stettler County No. 6,Division No.  7
W-1276,"2,015",Stettler County No. 6,Division No.  7
W-1277,"2,015",Stettler County No. 6,Division No.  7
W-1277,"2,009",Stettler County No. 6,Division No.  7
W-1278,"2,013",Stettler County No. 6,Division No.  7
W-1304,"2,011",Stettler County No. 6,Division No.  7
W-1304,"2,015",Stettler County No. 6,Division No.  7
W-1305,"2,015",Stettler County No. 6,Division No.  7
W-1306,"2,013",Stettler County No. 6,Division No.  7
W-1334,"2,011",Stettler County No. 6,Division No.  7
W-1334,"2,015",Stettler County No. 6,Division No.  7
W-1335,"2,013",Stettler County No. 6,Division No.  7
W-1336,"2,013",Stettler County No. 6,Division No.  7
W-1018,"2,011",Strathcona County,Division No. 11
W-1052,"2,011",Strathcona County,Division No. 11
W-1085,"2,007",Strathcona County,Division No. 11
W-1016,"2,011",Sturgeon County,Division No. 11
W-1017,"2,011",Sturgeon County,Division No. 11
W-1050,"2,011",Sturgeon County,Division No. 11
OGW-1572,"2,013",Taber,Division No.  2
OGW-1575,"2,013",Taber,Division No.  2
W-1537,"2,013",Taber,Division No.  2
W-1555,"2,014",Taber,Division No.  2
W-1557,"2,008",Taber,Division No.  2
W-1572,"2,014",Taber,Division No.  2
W-1573,"2,011",Taber,Division No.  2
W-1573,"2,015",Taber,Division No.  2
W-1574,"2,009",Taber,Division No.  2
W-1574,"2,015",Taber,Division No.  2
W-1575,"2,008",Taber,Division No.  2
W-1575,"2,015",Taber,Division No.  2
W-1590,"2,009",Taber,Division No.  2
W-1591,"2,010",Taber,Division No.  2
W-1591,"2,015",Taber,Division No.  2
W-1592,"2,009",Taber,Division No.  2
W-316,"2,008",Tall Cree 173A,Division No. 17
W-984,"2,011",Thorhild County,Division No. 13
W-985,"2,011",Thorhild County,Division No. 13
W-1022,"2,011",Two Hills County No. 21,Division No. 10
W-1022,"2,015",Two Hills County No. 21,Division No. 10
W-1023,"2,011",Two Hills County No. 21,Division No. 10
W-1024,"2,011",Two Hills County No. 21,Division No. 10
W-1024,"2,015",Two Hills County No. 21,Division No. 10
W-989,"2,011",Two Hills County No. 21,Division No. 10
W-989,"2,015",Two Hills County No. 21,Division No. 10
W-1556,"2,009",Vauxhall,Division No.  2
W-1556,"2,015",Vauxhall,Division No.  2
W-961,"2,014",Vermilion River County,Division No. 10
W-993,"2,014",Vermilion River County,Division No. 10
W-994,"2,014",Vermilion River County,Division No. 10
OGW-994,"2,011",Vermilion River County,Division No. 10
W-1093,"2,011",Vermilion River County,Division No. 10
W-1094,"2,011",Vermilion River County,Division No. 10
OGW-1553,"2,013",Vulcan County,Division No.  5
W-1495,"2,012",Vulcan County,Division No.  5
W-1514,"2,012",Vulcan County,Division No.  5
W-1515,"2,012",Vulcan County,Division No.  5
W-1516,"2,013",Vulcan County,Division No.  5
W-1517,"2,013",Vulcan County,Division No.  5
W-1533,"2,012",Vulcan County,Division No.  5
W-1534,"2,012",Vulcan County,Division No.  5
W-1535,"2,013",Vulcan County,Division No.  5
W-1536,"2,013",Vulcan County,Division No.  5
W-1552,"2,009",Vulcan County,Division No.  5
W-1553,"2,014",Vulcan County,Division No.  5
W-1554,"2,014",Vulcan County,Division No.  5
W-1569,"2,009",Vulcan County,Division No.  5
OGW-628,"2,015",Wabasca 166C,Division No. 17
OGW-1126,"2,011",Wainwright No. 61,Division No.  7
OGW-1192,"2,011",Wainwright No. 61,Division No.  7
W-1125,"2,011",Wainwright No. 61,Division No.  7
W-1126,"2,011",Wainwright No. 61,Division No.  7
W-1127,"2,011",Wainwright No. 61,Division No.  7
W-1157,"2,011",Wainwright No. 61,Division No.  7
W-1158,"2,011",Wainwright No. 61,Division No.  7
W-1159,"2,011",Wainwright No. 61,Division No.  7
W-1191,"2,008",Wainwright No. 61,Division No.  7
W-1191,"2,015",Wainwright No. 61,Division No.  7
W-1192,"2,008",Wainwright No. 61,Division No.  7
W-1192,"2,015",Wainwright No. 61,Division No.  7
W-1193,"2,014",Wainwright No. 61,Division No.  7
W-1194,"2,014",Wainwright No. 61,Division No.  7
OGW-1640,"2,013",Warner County No. 5,Division No.  2
OGW-1640,"2,011",Warner County No. 5,Division No.  2
W-1607,"2,012",Warner County No. 5,Division No.  2
W-1608,"2,012",Warner County No. 5,Division No.  2
W-1623,"2,011",Warner County No. 5,Division No.  2
W-1624,"2,012",Warner County No. 5,Division No.  2
W-1625,"2,012",Warner County No. 5,Division No.  2
W-1626,"2,012",Warner County No. 5,Division No.  2
W-1640,"2,010",Warner County No. 5,Division No.  2
W-1641,"2,012",Warner County No. 5,Division No.  2
W-1642,"2,012",Warner County No. 5,Division No.  2
W-1643,"2,012",Warner County No. 5,Division No.  2
W-1644,"2,009",Warner County No. 5,Division No.  2
W-1644,"2,016",Warner County No. 5,Division No.  2
W-915,"2,009",Westlock County,Division No. 13
W-948,"2,009",Westlock County,Division No. 13
W-949,"2,009",Westlock County,Division No. 13
W-983,"2,011",Westlock County,Division No. 13
W-1432,"2,014",Wheatland County,Division No.  5
W-1433,"2,014",Wheatland County,Division No.  5
W-1434,"2,008",Wheatland County,Division No.  5
W-1434,"2,015",Wheatland County,Division No.  5
W-1435,"2,008",Wheatland County,Division No.  5
W-1435,"2,015",Wheatland County,Division No.  5
W-1453,"2,014",Wheatland County,Division No.  5
W-1454,"2,014",Wheatland County,Division No.  5
W-1455,"2,014",Wheatland County,Division No.  5
W-1456,"2,008",Wheatland County,Division No.  5
W-1456,"2,015",Wheatland County,Division No.  5
W-1457,"2,008",Wheatland County,Division No.  5
W-1457,"2,015",Wheatland County,Division No.  5
W-1474,"2,014",Wheatland County,Division No.  5
W-1475,"2,014",Wheatland County,Division No.  5
W-1476,"2,014",Wheatland County,Division No.  5
W-1477,"2,008",Wheatland County,Division No.  5
W-1494,"2,012",Wheatland County,Division No.  5
W-1550,"2,016",Willow Creek No. 26,Division No.  3
W-1551,"2,016",Willow Creek No. 26,Division No.  3
W-1551,"2,009",Willow Creek No. 26,Division No.  3
W-1567,"2,009",Willow Creek No. 26,Division No.  3
W-1567,"2,016",Willow Creek No. 26,Division No.  3
W-1568,"2,016",Willow Creek No. 26,Division No.  3
W-1568,"2,009",Willow Creek No. 26,Division No.  3
W-1584,"2,009",Willow Creek No. 26,Division No.  3
W-1584,"2,016",Willow Creek No. 26,Division No.  3
W-1585,"2,009",Willow Creek No. 26,Division No.  3
W-1585,"2,016",Willow Creek No. 26,Division No.  3
W-1586,"2,010",Willow Creek No. 26,Division No.  3
W-1586,"2,016",Willow Creek No. 26,Division No.  3
W-1601,"2,007",Willow Creek No. 26,Division No.  3
W-1601,"2,015",Willow Creek No. 26,Division No.  3
W-1603,"2,007",Willow Creek No. 26,Division No.  3
W-1620,"2,007",Willow Creek No. 26,Division No.  3
W-1620,"2,015",Willow Creek No. 26,Division No.  3
OGW-358,"2,015",Wood Buffalo,Division No. 16
OGW-390,"2,011",Wood Buffalo,Division No. 16
OGW-418,"2,013",Wood Buffalo,Division No. 16
OGW-448,"2,013",Wood Buffalo,Division No. 16
OGW-511,"2,015",Wood Buffalo,Division No. 16
OGW-540,"2,015",Wood Buffalo,Division No. 16
OGW-543,"2,012",Wood Buffalo,Division No. 16
OGW-572,"2,013",Wood Buffalo,Division No. 16
OGW-636,"2,013",Wood Buffalo,Division No. 16
OGW-637,"2,011",Wood Buffalo,Division No. 16
OGW-669,"2,014",Wood Buffalo,Division No. 16
OGW-670,"2,015",Wood Buffalo,Division No. 16
W-1,"2,009",Wood Buffalo,Division No. 16
W-1,"2,016",Wood Buffalo,Division No. 16
W-122,"2,011",Wood Buffalo,Division No. 16
W-122,"2,016",Wood Buffalo,Division No. 16
W-123,"2,014",Wood Buffalo,Division No. 16
W-124,"2,014",Wood Buffalo,Division No. 16
W-125,"2,014",Wood Buffalo,Division No. 16
W-152,"2,012",Wood Buffalo,Division No. 16
W-153,"2,012",Wood Buffalo,Division No. 16
W-154,"2,012",Wood Buffalo,Division No. 16
W-16,"2,012",Wood Buffalo,Division No. 16
W-17,"2,012",Wood Buffalo,Division No. 16
W-18,"2,012",Wood Buffalo,Division No. 16
W-181,"2,012",Wood Buffalo,Division No. 16
W-182,"2,012",Wood Buffalo,Division No. 16
W-183,"2,012",Wood Buffalo,Division No. 16
W-19,"2,013",Wood Buffalo,Division No. 16
W-2,"2,009",Wood Buffalo,Division No. 16
W-2,"2,016",Wood Buffalo,Division No. 16
W-20,"2,013",Wood Buffalo,Division No. 16
W-209,"2,010",Wood Buffalo,Division No. 16
W-210,"2,012",Wood Buffalo,Division No. 16
W-211,"2,012",Wood Buffalo,Division No. 16
W-212,"2,012",Wood Buffalo,Division No. 16
W-213,"2,013",Wood Buffalo,Division No. 16
W-239,"2,013",Wood Buffalo,Division No. 16
W-240,"2,012",Wood Buffalo,Division No. 16
W-240,"2,016",Wood Buffalo,Division No. 16
W-241,"2,016",Wood Buffalo,Division No. 16
W-241,"2,012",Wood Buffalo,Division No. 16
W-242,"2,012",Wood Buffalo,Division No. 16
W-242,"2,016",Wood Buffalo,Division No. 16
W-243,"2,014",Wood Buffalo,Division No. 16
W-269,"2,013",Wood Buffalo,Division No. 16
W-270,"2,012",Wood Buffalo,Division No. 16
W-270,"2,016",Wood Buffalo,Division No. 16
W-271,"2,012",Wood Buffalo,Division No. 16
W-271,"2,016",Wood Buffalo,Division No. 16
W-272,"2,012",Wood Buffalo,Division No. 16
W-272,"2,016",Wood Buffalo,Division No. 16
W-273,"2,014",Wood Buffalo,Division No. 16
W-295,"2,016",Wood Buffalo,Division No. 16
W-296,"2,016",Wood Buffalo,Division No. 16
W-297,"2,013",Wood Buffalo,Division No. 16
W-298,"2,013",Wood Buffalo,Division No. 16
W-299,"2,013",Wood Buffalo,Division No. 16
W-3,"2,009",Wood Buffalo,Division No. 16
W-3,"2,016",Wood Buffalo,Division No. 16
W-300,"2,012",Wood Buffalo,Division No. 16
W-300,"2,016",Wood Buffalo,Division No. 16
W-301,"2,012",Wood Buffalo,Division No. 16
W-301,"2,016",Wood Buffalo,Division No. 16
W-302,"2,012",Wood Buffalo,Division No. 16
W-302,"2,016",Wood Buffalo,Division No. 16
W-303,"2,014",Wood Buffalo,Division No. 16
W-323,"2,010",Wood Buffalo,Division No. 16
W-323,"2,016",Wood Buffalo,Division No. 16
W-324,"2,010",Wood Buffalo,Division No. 16
W-324,"2,016",Wood Buffalo,Division No. 16
W-325,"2,010",Wood Buffalo,Division No. 16
W-325,"2,016",Wood Buffalo,Division No. 16
W-326,"2,014",Wood Buffalo,Division No. 16
W-327,"2,014",Wood Buffalo,Division No. 16
W-328,"2,014",Wood Buffalo,Division No. 16
W-329,"2,007",Wood Buffalo,Division No. 16
W-329,"2,015",Wood Buffalo,Division No. 16
W-330,"2,015",Wood Buffalo,Division No. 16
W-330,"2,007",Wood Buffalo,Division No. 16
W-331,"2,007",Wood Buffalo,Division No. 16
W-331,"2,015",Wood Buffalo,Division No. 16
W-332,"2,011",Wood Buffalo,Division No. 16
W-352,"2,010",Wood Buffalo,Division No. 16
W-352,"2,016",Wood Buffalo,Division No. 16
W-353,"2,010",Wood Buffalo,Division No. 16
W-353,"2,016",Wood Buffalo,Division No. 16
W-354,"2,016",Wood Buffalo,Division No. 16
W-354,"2,010",Wood Buffalo,Division No. 16
W-355,"2,014",Wood Buffalo,Division No. 16
W-356,"2,014",Wood Buffalo,Division No. 16
W-357,"2,014",Wood Buffalo,Division No. 16
W-358,"2,007",Wood Buffalo,Division No. 16
W-358,"2,015",Wood Buffalo,Division No. 16
W-359,"2,007",Wood Buffalo,Division No. 16
W-359,"2,015",Wood Buffalo,Division No. 16
W-36,"2,012",Wood Buffalo,Division No. 16
W-360,"2,007",Wood Buffalo,Division No. 16
W-360,"2,015",Wood Buffalo,Division No. 16
W-361,"2,011",Wood Buffalo,Division No. 16
W-362,"2,011",Wood Buffalo,Division No. 16
W-37,"2,012",Wood Buffalo,Division No. 16
W-38,"2,013",Wood Buffalo,Division No. 16
W-382,"2,010",Wood Buffalo,Division No. 16
W-382,"2,016",Wood Buffalo,Division No. 16
W-383,"2,010",Wood Buffalo,Division No. 16
W-383,"2,016",Wood Buffalo,Division No. 16
W-384,"2,010",Wood Buffalo,Division No. 16
W-384,"2,016",Wood Buffalo,Division No. 16
W-385,"2,014",Wood Buffalo,Division No. 16
W-386,"2,014",Wood Buffalo,Division No. 16
W-387,"2,014",Wood Buffalo,Division No. 16
W-388,"2,015",Wood Buffalo,Division No. 16
W-388,"2,007",Wood Buffalo,Division No. 16
W-389,"2,015",Wood Buffalo,Division No. 16
W-389,"2,007",Wood Buffalo,Division No. 16
W-39,"2,013",Wood Buffalo,Division No. 16
W-390,"2,007",Wood Buffalo,Division No. 16
W-390,"2,015",Wood Buffalo,Division No. 16
W-391,"2,011",Wood Buffalo,Division No. 16
W-392,"2,011",Wood Buffalo,Division No. 16
W-4,"2,012",Wood Buffalo,Division No. 16
W-414,"2,015",Wood Buffalo,Division No. 16
W-414,"2,008",Wood Buffalo,Division No. 16
W-415,"2,011",Wood Buffalo,Division No. 16
W-416,"2,011",Wood Buffalo,Division No. 16
W-417,"2,012",Wood Buffalo,Division No. 16
W-418,"2,013",Wood Buffalo,Division No. 16
W-419,"2,014",Wood Buffalo,Division No. 16
W-420,"2,013",Wood Buffalo,Division No. 16
W-421,"2,012",Wood Buffalo,Division No. 16
W-422,"2,011",Wood Buffalo,Division No. 16
W-445,"2,011",Wood Buffalo,Division No. 16
W-446,"2,011",Wood Buffalo,Division No. 16
W-447,"2,012",Wood Buffalo,Division No. 16
W-449,"2,013",Wood Buffalo,Division No. 16
W-450,"2,013",Wood Buffalo,Division No. 16
W-451,"2,011",Wood Buffalo,Division No. 16
W-452,"2,011",Wood Buffalo,Division No. 16
W-475,"2,011",Wood Buffalo,Division No. 16
W-476,"2,011",Wood Buffalo,Division No. 16
W-477,"2,012",Wood Buffalo,Division No. 16
W-478,"2,013",Wood Buffalo,Division No. 16
W-479,"2,013",Wood Buffalo,Division No. 16
W-480,"2,013",Wood Buffalo,Division No. 16
W-481,"2,011",Wood Buffalo,Division No. 16
W-482,"2,011",Wood Buffalo,Division No. 16
W-483,"2,011",Wood Buffalo,Division No. 16
W-5,"2,012",Wood Buffalo,Division No. 16
W-507,"2,009",Wood Buffalo,Division No. 16
W-508,"2,009",Wood Buffalo,Division No. 16
W-509,"2,014",Wood Buffalo,Division No. 16
W-510,"2,014",Wood Buffalo,Division No. 16
W-511,"2,014",Wood Buffalo,Division No. 16
W-512,"2,015",Wood Buffalo,Division No. 16
W-512,"2,007",Wood Buffalo,Division No. 16
W-513,"2,015",Wood Buffalo,Division No. 16
W-513,"2,007",Wood Buffalo,Division No. 16
W-514,"2,007",Wood Buffalo,Division No. 16
W-514,"2,015",Wood Buffalo,Division No. 16
W-538,"2,009",Wood Buffalo,Division No. 16
W-539,"2,009",Wood Buffalo,Division No. 16
W-540,"2,014",Wood Buffalo,Division No. 16
W-541,"2,014",Wood Buffalo,Division No. 16
W-543,"2,007",Wood Buffalo,Division No. 16
W-543,"2,015",Wood Buffalo,Division No. 16
W-544,"2,007",Wood Buffalo,Division No. 16
W-544,"2,015",Wood Buffalo,Division No. 16
W-545,"2,015",Wood Buffalo,Division No. 16
W-545,"2,007",Wood Buffalo,Division No. 16
W-569,"2,009",Wood Buffalo,Division No. 16
W-570,"2,009",Wood Buffalo,Division No. 16
W-571,"2,014",Wood Buffalo,Division No. 16
W-572,"2,014",Wood Buffalo,Division No. 16
W-573,"2,014",Wood Buffalo,Division No. 16
W-574,"2,007",Wood Buffalo,Division No. 16
W-574,"2,015",Wood Buffalo,Division No. 16
W-575,"2,007",Wood Buffalo,Division No. 16
W-575,"2,015",Wood Buffalo,Division No. 16
W-576,"2,015",Wood Buffalo,Division No. 16
W-576,"2,007",Wood Buffalo,Division No. 16
W-6,"2,012",Wood Buffalo,Division No. 16
W-601,"2,007",Wood Buffalo,Division No. 16
W-601,"2,015",Wood Buffalo,Division No. 16
W-602,"2,012",Wood Buffalo,Division No. 16
W-603,"2,012",Wood Buffalo,Division No. 16
W-604,"2,011",Wood Buffalo,Division No. 16
W-605,"2,012",Wood Buffalo,Division No. 16
W-606,"2,012",Wood Buffalo,Division No. 16
W-607,"2,012",Wood Buffalo,Division No. 16
W-608,"2,011",Wood Buffalo,Division No. 16
W-608,"2,016",Wood Buffalo,Division No. 16
W-634,"2,012",Wood Buffalo,Division No. 16
W-636,"2,012",Wood Buffalo,Division No. 16
W-637,"2,013",Wood Buffalo,Division No. 16
W-638,"2,012",Wood Buffalo,Division No. 16
W-639,"2,012",Wood Buffalo,Division No. 16
W-64,"2,011",Wood Buffalo,Division No. 16
W-64,"2,016",Wood Buffalo,Division No. 16
W-640,"2,016",Wood Buffalo,Division No. 16
W-640,"2,011",Wood Buffalo,Division No. 16
W-65,"2,011",Wood Buffalo,Division No. 16
W-65,"2,016",Wood Buffalo,Division No. 16
W-66,"2,014",Wood Buffalo,Division No. 16
W-669,"2,013",Wood Buffalo,Division No. 16
W-67,"2,014",Wood Buffalo,Division No. 16
W-670,"2,013",Wood Buffalo,Division No. 16
W-671,"2,012",Wood Buffalo,Division No. 16
W-7,"2,013",Wood Buffalo,Division No. 16
W-8,"2,013",Wood Buffalo,Division No. 16
W-92,"2,011",Wood Buffalo,Division No. 16
W-92,"2,016",Wood Buffalo,Division No. 16
W-93,"2,016",Wood Buffalo,Division No. 16
W-93,"2,011",Wood Buffalo,Division No. 16
W-94,"2,014",Wood Buffalo,Division No. 16
W-95,"2,014",Wood Buffalo,Division No. 16
W-96,"2,014",Wood Buffalo,Division No. 16
W-1007,"2,008",Woodlands County,Division No. 13
W-1008,"2,008",Woodlands County,Division No. 13
W-1009,"2,008",Woodlands County,Division No. 13
W-1041,"2,008",Woodlands County,Division No. 13
W-1043,"2,008",Woodlands County,Division No. 13
W-914,"2,009",Woodlands County,Division No. 13
W-943,"2,010",Woodlands County,Division No. 13
W-975,"2,008",Woodlands County,Division No. 13
W-976,"2,008",Woodlands County,Division No. 13
W-1042,"2,008",Yellowhead County,Division No. 14
W-1069,"2,008",Yellowhead County,Division No. 14
W-1070,"2,008",Yellowhead County,Division No. 14
W-1071,"2,011",Yellowhead County,Division No. 14
W-1072,"2,011",Yellowhead County,Division No. 14
W-1073,"2,011",Yellowhead County,Division No. 14
W-1077,"2,013",Yellowhead County,Division No. 14
W-1078,"2,013",Yellowhead County,Division No. 14
W-1101,"2,008",Yellowhead County,Division No. 14
W-1102,"2,008",Yellowhead County,Division No. 14
W-1103,"2,008",Yellowhead County,Division No. 14
W-1104,"2,011",Yellowhead County,Division No. 14
W-1105,"2,011",Yellowhead County,Division No. 14
W-1106,"2,011",Yellowhead County,Division No. 14
W-1110,"2,013",Yellowhead County,Division No. 14
W-1111,"2,013",Yellowhead County,Division No. 14
W-1134,"2,008",Yellowhead County,Division No. 14
W-1135,"2,008",Yellowhead County,Division No. 14
W-1136,"2,011",Yellowhead County,Division No. 14
W-1137,"2,011",Yellowhead County,Division No. 14
W-1138,"2,011",Yellowhead County,Division No. 14
W-1142,"2,010",Yellowhead County,Division No. 14
W-1169,"2,010",Yellowhead County,Division No. 14
W-1170,"2,010",Yellowhead County,Division No. 14
W-1171,"2,010",Yellowhead County,Division No. 14
W-1175,"2,010",Yellowhead County,Division No. 14
W-1201,"2,011",Yellowhead County,Division No. 14
W-1202,"2,010",Yellowhead County,Division No. 14
W-1207,"2,010",Yellowhead County,Division No. 14
W-1231,"2,011",Yellowhead County,Division No. 14
W-1232,"2,011",Yellowhead County,Division No. 14
