Protocol,ABMI.Site,Year,Latitude,Longitude,climatic_moisture_defecit,FFP,MAP,MAT,summer_precip
Terrestrial,1018,"2,011",53.87232,-112.98692,207,112,447,1.792149265,321
Terrestrial,1022,"2,011",53.67614,-111.78859,235.1472393,112,423,1.6,299
Terrestrial,1023,"2,011",53.67129,-111.44961,226.9752149,112.7186307,429,1.6,300
Terrestrial,1024,"2,011",53.63908,-111.22509,231.9353892,113,428.9465473,1.7,299
Terrestrial,1029,"2,011",54.25433,-120.04179,,,,,
Terrestrial,1030,"2,011",54.21363,-119.75065,0,80.16147062,881.7831748,0.414386365,465.5890239
Terrestrial,1031,"2,011",54.21126,-119.34875,40.47878802,93.17485187,645.7459666,1.756454214,388.013085
Terrestrial,1050,"2,011",53.73498,-113.59774,182.0483979,113,473.9516021,2.1,337.505091
Terrestrial,1051,"2,011",53.68046,-113.30759,188.8211349,114.8115751,461.3672901,2.1,336.193326
Terrestrial,1052,"2,011",53.66742,-113.02203,204.7453698,113,438.2175001,2.1,317
Terrestrial,1056,"2,011",53.55783,-111.81473,236.4719506,113,419.834224,1.8,298
Terrestrial,1057,"2,011",53.4772,-111.51891,231.9739923,114.9748248,423,1.8,296
Terrestrial,1058,"2,011",53.439,-111.24151,237.1704206,113,425,1.7,298
Terrestrial,1071,"2,011",53.88097,-117.34242,44,96,624.2467984,2.2,434.2467984
Terrestrial,1072,"2,011",53.8525,-117.03109,43.96048484,97.87252709,621.1274729,2.031596831,434.8994624
Terrestrial,1073,"2,011",53.83914,-116.70825,42.2038802,108,638.3685487,1.92038802,448.2926827
Terrestrial,1092,"2,011",53.23706,-111.03982,231.7551911,114.7130427,425,1.9,296
Terrestrial,1093,"2,011",53.20842,-110.67622,239.9700249,114,425,1.701093416,293
Terrestrial,1094,"2,011",53.15499,-110.48152,246.6667911,115,429.0908916,1.887882323,289
Terrestrial,1104,"2,011",53.69891,-117.31323,47.98460475,92,602.2200126,1.872717483,410.4774425
Terrestrial,1105,"2,011",53.6609,-117.0742,49.82379901,93,602,2.1,420.3850249
Terrestrial,1106,"2,011",53.67175,-116.72315,67.21765031,97.10450695,589.1045069,2.210450695,429
Terrestrial,1125,"2,011",53.07548,-111.07483,244.5325062,114.033965,426,1.9,294
Terrestrial,1126,"2,011",53.05752,-110.74684,244.0184837,114,425,1.800229002,291
Terrestrial,1127,"2,011",52.98265,-110.50664,257.1400565,113.9749902,426,1.897499023,288
Terrestrial,1136,"2,011",53.55517,-117.35732,97.51368329,95,555.448501,2.2,378.6041797
Terrestrial,1137,"2,011",53.51452,-117.01707,65.50320855,93.46172467,594,2.146172467,414.9409827
Terrestrial,1138,"2,011",53.48397,-116.83039,63.90231329,94.00209781,589.5509412,2.100209781,421
Terrestrial,1157,"2,011",52.91136,-111.0929,252.9690907,114,427,2.1,293
Terrestrial,1158,"2,011",52.85769,-110.82327,269.0194278,113,422,2.300645273,288
Terrestrial,1159,"2,011",52.85049,-110.61121,262.1677236,114,423,2.003666734,288
Terrestrial,1184,"2,011",52.95996,-112.9979,199.2621109,113.931961,483.9372311,2.393196096,337.9372311
Terrestrial,1185,"2,011",52.89348,-112.68371,206,115,465,2.2,323
Terrestrial,1186,"2,011",52.85001,-112.41305,223.8730891,115,450.47411,2.3,315.47411
Terrestrial,1216,"2,011",52.74624,-113.01878,199.5075525,112,479.6900968,2.5,337
Terrestrial,1217,"2,011",52.7266,-112.7091,210.1919386,113,461.6477341,2.4,322.6477341
Terrestrial,1218,"2,011",52.6776,-112.46682,236.2193093,115.6693336,442,2.466933357,310
Terrestrial,1231,"2,011",52.99143,-117.45296,0,82,1108.931238,-0.893102622,595.0000939
Terrestrial,1232,"2,011",52.96975,-117.21539,0,78.9392362,1001.822765,-0.90607638,545.2312272
Terrestrial,1233,"2,011",52.95137,-116.91811,7.057097044,84.57455329,777.8968889,0.322662207,464
Terrestrial,1238,"2,011",52.81453,-115.46794,74.85666447,104,590,2.5,424
Terrestrial,1246,"2,011",52.57767,-113.08584,204.0883322,111,469,2.5,331
Terrestrial,1247,"2,011",52.51489,-112.8113,231.1724477,113,449.8275523,2.6,314.8275523
Terrestrial,1248,"2,011",52.53428,-112.54889,240.900338,115,437.3385685,2.6,306.099662
Terrestrial,1260,"2,011",52.82333,-117.45892,0,80.34148224,1174.130665,-0.933621214,525.5200474
Terrestrial,1261,"2,011",52.76024,-117.17014,0,68.13078898,1353.460121,-2.407537501,667.7393818
Terrestrial,1262,"2,011",52.79973,-116.95019,0,78.79615872,874.9885007,-0.280576192,452.4453918
Terrestrial,1275,"2,011",52.42512,-113.10715,225.949242,112,456.9120492,2.6,321.9120492
Terrestrial,1276,"2,011",52.38744,-112.8244,235,113,444,2.6,310
Terrestrial,1304,"2,011",52.17018,-112.89368,245.085947,110.1810644,432,2.618106442,300
Terrestrial,1332,"2,011",52.08193,-113.25773,240.9278259,106.975942,445.0184056,2.7,303.0184056
Terrestrial,1333,"2,011",52.01934,-112.94685,292.9181231,112.201022,405.1549734,2.935599544,280
Terrestrial,1334,"2,011",51.99153,-112.68545,285.9687936,111,403.0312064,2.9,279.0312064
Terrestrial,1437,"2,011",51.10541,-111.76086,413,115,323,3.3,215
Terrestrial,1438,"2,011",51.10179,-111.48717,421.1080964,113,319,3.2,213
Terrestrial,1439,"2,011",51.02622,-111.17821,430.7569892,117,297,3.5,206
Terrestrial,1459,"2,011",50.93608,-111.83001,419.0335868,119,323,3.6,215
Terrestrial,1460,"2,011",50.95369,-111.54665,430.5568923,116,316.9805297,3.4,211.9805297
Terrestrial,1461,"2,011",50.90753,-111.28621,436.2333846,117,292.9353531,3.5,201.0835257
Terrestrial,1480,"2,011",50.76493,-111.83046,405.0479428,120,335,3.7,218
Terrestrial,1481,"2,011",50.74677,-111.60975,421.361333,121,319.638667,3.8,212
Terrestrial,1482,"2,011",50.73181,-111.315,435.0560566,118,285,3.8,203
Terrestrial,1559,"2,011",49.96053,-111.21866,434.913291,125,336,4.9,210
Terrestrial,1560,"2,011",49.91888,-111.01411,436.9502237,124.4459369,332.8238177,4.844593689,208.9222378
Terrestrial,1561,"2,011",49.9195,-110.72172,440.9329733,127,326,4.9,207
Terrestrial,1576,"2,011",49.77964,-111.3092,428.2841508,124.5970305,341,5.04059351,213
Terrestrial,1577,"2,011",49.72987,-111.02293,447.1164526,124.8603577,334.8603577,4.986035773,208.5296572
Terrestrial,1578,"2,011",49.69857,-110.76701,415.0366834,114,349.7405894,4.6,217.7405894
Terrestrial,1593,"2,011",49.63782,-111.39217,434.0345555,124.000069,350,5.000006901,211
Terrestrial,1595,"2,011",49.56297,-110.83182,436.2722968,118.0059886,338.9940114,4.8,211.9940114
Terrestrial,1604,"2,011",49.6427,-113.04249,349.387997,116.4529312,414.612003,4.945293118,254
Terrestrial,1605,"2,011",49.64691,-112.83881,382.2279498,123.5980192,395,5.438731583,247
Terrestrial,1606,"2,011",49.57441,-112.45948,375.3270884,118.9224438,394.5953554,4.9,241
Terrestrial,1621,"2,011",49.44751,-113.16529,320.6984931,112,462.9244175,4.8,270.2443052
Terrestrial,1622,"2,011",49.47123,-112.85445,359.0989466,118,415.8972053,5,248
Terrestrial,1623,"2,011",49.38047,-112.55453,358.0658061,114,412.9404808,4.9,248
Terrestrial,1638,"2,011",49.30534,-113.15382,309.0029719,110,486.3013055,4.8,280.9165755
Terrestrial,1639,"2,011",49.28422,-112.92322,325.5756364,110,457.8859547,4.8,270.5797359
Terrestrial,4,"2,012",59.91948,-111.43428,195.4203123,97,353.0337433,-3.1,209.0337433
Terrestrial,5,"2,012",59.90167,-111.13752,188.4402465,95.96440914,355,-3.335116392,209
Terrestrial,6,"2,012",59.84243,-110.76862,179.0844397,96.91674054,359,-3.5,210
Terrestrial,16,"2,012",59.73768,-111.45921,195.9495776,98,357,-2.9,213
Terrestrial,17,"2,012",59.70007,-111.14321,186.3437928,98,359.9735205,-3,212.9735205
Terrestrial,18,"2,012",59.66202,-110.84022,180.7802264,97.45128047,363,-3.166385077,213
Terrestrial,35,"2,012",59.55757,-111.6312,195.9641901,98,364.9641901,-2.7,218
Terrestrial,36,"2,012",59.51014,-111.28622,192.1010924,99,363.1098011,-2.721089343,216.3579148
Terrestrial,37,"2,012",59.48228,-110.95651,183.2386591,99,368,-2.861932953,217
Terrestrial,54,"2,012",59.67872,-114.78056,149.9957132,96.00120431,384.1427946,-3.2,222.5762863
Terrestrial,55,"2,012",59.67028,-114.41955,168.8713924,100,372,-2.9,215
Terrestrial,56,"2,012",59.64246,-114.0571,180.5532791,99,366.4467209,-2.8,212
Terrestrial,64,"2,012",59.31958,-111.28408,194,100,368,-2.5,220
Terrestrial,82,"2,012",59.49288,-114.79363,109.3343897,84.67065874,423.9740823,-4.399653612,247.9775462
Terrestrial,83,"2,012",59.46036,-114.44234,122.8474054,90.00716502,406.5288966,-3.554825908,237.5360616
Terrestrial,84,"2,012",59.45861,-114.16654,162.9996377,96,384,-3,225
Terrestrial,111,"2,012",59.30412,-114.94544,114.0016194,85.52569702,431.474303,-4.300092079,255.0009208
Terrestrial,112,"2,012",59.2794,-114.58237,122.141612,87.28612933,420,-3.8,247.3811101
Terrestrial,113,"2,012",59.2453,-114.18441,106.8057575,82.11841135,433.4752367,-4.337048831,256.1047484
Terrestrial,134,"2,012",59.327,-117.02752,189.3420332,97.5821583,386.2401251,-2.3,233.2401251
Terrestrial,135,"2,012",59.29296,-116.65461,172.0907666,97,395,-2.5,239
Terrestrial,136,"2,012",59.24817,-116.39161,148.4377157,93.87060664,405.5622843,-2.8,244.6128376
Terrestrial,152,"2,012",58.78108,-110.86238,190,102.7769564,380.7143716,-2.079249667,228
Terrestrial,153,"2,012",58.73219,-110.51801,189,104,377,-1.9,226
Terrestrial,154,"2,012",58.70439,-110.18519,180.6449471,102,386.9652664,-2.1,234.0907599
Terrestrial,163,"2,012",59.10583,-117.15339,207.2173516,96,396.1005297,-2.1,241.1005297
Terrestrial,164,"2,012",59.12542,-116.70766,168.9925268,96,403,-2.4,244
Terrestrial,165,"2,012",59.08572,-116.42992,131.0510601,88.60147021,426.8609666,-3.294893985,258.9489399
Terrestrial,181,"2,012",58.55427,-110.96822,210,104,383,-1.7,233
Terrestrial,182,"2,012",58.5611,-110.64372,197.0308102,102.8116441,385.1883559,-1.8,232.9862832
Terrestrial,183,"2,012",58.49831,-110.2557,178.9108289,101,388,-1.9,234
Terrestrial,192,"2,012",58.9784,-117.15339,205.0629226,97,401,-2,246.523425
Terrestrial,193,"2,012",58.90194,-116.75296,187.6678649,95,410.3179852,-2.2,251
Terrestrial,194,"2,012",58.87877,-116.42707,152.1220601,93.15195282,420,-2.7,256
Terrestrial,210,"2,012",58.36352,-110.99514,208.2803089,105,387,-1.4,238
Terrestrial,211,"2,012",58.37748,-110.64101,196.8421593,102,396,-1.8,240
Terrestrial,212,"2,012",58.3046,-110.38077,175.1615252,102,396,-1.8,242
Terrestrial,240,"2,012",58.25197,-111.0481,204.0373373,102.4520567,396.9626627,-1.4,244
Terrestrial,241,"2,012",58.16154,-110.71155,195.9852218,102,401,-1.513592666,246
Terrestrial,242,"2,012",58.15395,-110.41105,190.9707946,100,404,-1.7,248
Terrestrial,270,"2,012",58.02175,-111.16059,205.251257,103.251257,402,-1.2,251
Terrestrial,271,"2,012",58.01449,-110.81307,201.3692671,103,403,-1.315589708,250
Terrestrial,272,"2,012",57.99359,-110.46628,192.9954899,100.0713211,408,-1.59954899,252
Terrestrial,300,"2,012",57.90796,-111.26228,209.458949,104,404,-1,253.544904
Terrestrial,301,"2,012",57.81905,-110.83907,200,101,411,-1.272331892,258
Terrestrial,302,"2,012",57.80382,-110.65305,196.4394515,101.1868495,412,-1.3,258
Terrestrial,397,"2,012",57.73392,-118.37981,159.530695,92,440.9382691,-1.246853742,276.4701584
Terrestrial,398,"2,012",57.73985,-118.07789,199.6028327,94.99946641,440.0005336,-0.900053359,275.0005336
Terrestrial,399,"2,012",57.70306,-117.77468,208.7435523,99,430.3558064,-0.4,269.6420303
Terrestrial,415,"2,012",57.24687,-112.51016,170.1535578,91,449,-1.3,291
Terrestrial,416,"2,012",57.26273,-112.11452,191.1078737,94,443.8927835,-1.2,287
Terrestrial,417,"2,012",57.19443,-111.83131,215,102,425,-0.4,277
Terrestrial,421,"2,012",57.05606,-110.5741,140.1972097,90,464.9925289,-1.618973855,297
Terrestrial,427,"2,012",57.57244,-118.47365,159.761154,91,450.0007667,-1.4,282.0007667
Terrestrial,428,"2,012",57.56811,-118.12108,165.954502,91,453,-1.3,284
Terrestrial,429,"2,012",57.54413,-117.80276,165.5499197,89,451.1450456,-1.2,282.1450456
Terrestrial,445,"2,012",57.10264,-112.58428,178.9972557,93,448,-1,292
Terrestrial,446,"2,012",57.05921,-112.25979,193.9432636,97.47163195,438,-0.6,286.5283682
Terrestrial,447,"2,012",57.00895,-111.88485,205.9347652,98,438.5933395,-0.559333948,287.1078581
Terrestrial,457,"2,012",57.42357,-118.48831,128.1467203,88,460.8983391,-1.69379047,289
Terrestrial,458,"2,012",57.36105,-118.2008,177.7916763,94,448.5758023,-1,282
Terrestrial,459,"2,012",57.36024,-117.82184,182.677766,92.67776599,443.9796141,-0.897714096,279.9796141
Terrestrial,475,"2,012",56.95924,-112.63123,178.857504,94,450,-0.8,294
Terrestrial,476,"2,012",56.89436,-112.3196,185.2872678,95,447,-0.6,293.9883176
Terrestrial,477,"2,012",56.86831,-111.9644,183.0185746,96,445.9814254,-0.5,293.9814254
Terrestrial,491,"2,012",57.17693,-117.56903,230.5066709,99,421.4504579,0,267.0428713
Terrestrial,492,"2,012",57.16344,-117.2157,252.577143,101.594332,410,0.2,259
Terrestrial,493,"2,012",57.08706,-116.83401,235.4729059,97,421,-0.2,266
Terrestrial,522,"2,012",56.98455,-117.54744,251.935241,102,409.5515092,0.444849079,258.1381791
Terrestrial,523,"2,012",56.97999,-117.26365,257.822604,100,407,0.3,258
Terrestrial,524,"2,012",56.91735,-116.89869,225.8769852,91,428,-0.4,271
Terrestrial,553,"2,012",56.82678,-117.63686,247.6125205,102,410,0.561252053,259.3874795
Terrestrial,554,"2,012",56.80466,-117.34769,265,100,402,0.573522752,256
Terrestrial,555,"2,012",56.76223,-117.03964,250,94,415.9831594,0.1,263
Terrestrial,578,"2,012",56.73389,-119.64526,92.39838935,90,533.3560758,-0.3,320.1936123
Terrestrial,579,"2,012",56.73159,-119.27693,110.3848556,92.29515809,514.5218477,-0.315293925,313.9325571
Terrestrial,580,"2,012",56.70006,-118.93256,118.1537337,95,506.1603858,-0.4,313
Terrestrial,602,"2,012",56.08698,-111.85979,138.922892,87.08803433,480.9119657,-0.591196567,322.077108
Terrestrial,603,"2,012",56.07895,-111.5475,145.8273589,86,486,-0.8,325
Terrestrial,610,"2,012",56.54554,-119.62921,179.7641793,101.4557634,449.5893899,0.6,272.294695
Terrestrial,611,"2,012",56.54117,-119.26979,193.0302378,103.2150501,443.7922926,0.5,272.3074115
Terrestrial,612,"2,012",56.50017,-118.95463,203.2269585,107,422,0.6,262.7466249
Terrestrial,634,"2,012",55.9593,-112.01379,147.6622746,88,480.9735909,-0.5,325
Terrestrial,635,"2,012",55.89463,-111.67531,148.9086658,88,482,-0.5,325.8895274
Terrestrial,636,"2,012",55.88141,-111.40276,147.961475,88,483,-0.6,326
Terrestrial,642,"2,012",56.34987,-119.65552,205.4593302,103.2824096,437.9778411,0.904425938,265.7397493
Terrestrial,643,"2,012",56.34163,-119.32915,203.702102,105,435.5318152,0.873694796,266
Terrestrial,644,"2,012",56.31959,-119.02738,205.6017873,108,429,0.9,265
Terrestrial,666,"2,012",55.76555,-112.06624,149.1767433,88,479,-0.3,326
Terrestrial,667,"2,012",55.70945,-111.70414,154.1098744,89,480,-0.288521294,326
Terrestrial,668,"2,012",55.68718,-111.4427,157.8671097,92.1124363,475.8875637,-0.1,323
Terrestrial,673,"2,012",56.18062,-119.65802,213.777412,105.6713207,432.657703,1.169086951,264.8288515
Terrestrial,674,"2,012",56.20995,-119.36897,202.4080235,100.4457845,444.5847191,0.7,274.0305036
Terrestrial,675,"2,012",56.16414,-119.0986,194.4186088,108,445,1,273
Terrestrial,704,"2,012",55.99625,-119.68185,186.6972251,100,489.4006628,1,298.0978879
Terrestrial,705,"2,012",55.98057,-119.46895,155.2871158,102.0016862,504.711198,1,301.711198
Terrestrial,706,"2,012",55.98212,-119.1142,203.5790982,110.0606383,443.8453699,1.30606383,272
Terrestrial,735,"2,012",55.82303,-119.75272,160.468941,100,518.8711057,1.1,319
Terrestrial,736,"2,012",55.81681,-119.43062,151.79615,103,521,1.2,311
Terrestrial,737,"2,012",55.80197,-119.10725,187.1845499,105.7803857,481.9252573,1.289019284,289.1253955
Terrestrial,794,"2,012",54.97007,-111.33649,144.3693436,94.81666635,497.363991,0.3,340.1833337
Terrestrial,826,"2,012",54.78475,-111.48144,176.3690665,101.8440103,461.5674071,0.8,321.3584348
Terrestrial,827,"2,012",54.73756,-111.11461,190.3636112,104,450.140239,0.829439732,312.7056027
Terrestrial,828,"2,012",54.70514,-110.82078,177.6947375,103,456,0.7,315
Terrestrial,829,"2,012",54.67247,-110.54654,180.8216851,103.0939117,457,0.659904854,317
Terrestrial,858,"2,012",54.61285,-111.48675,183.011249,105.6825288,452.4728501,1.1,316.3174712
Terrestrial,859,"2,012",54.52368,-111.1481,201.7037103,107.0417767,440.5854797,1.2,307
Terrestrial,860,"2,012",54.53939,-110.87734,200.6627735,107,444.2582371,1.074176291,308
Terrestrial,861,"2,012",54.46329,-110.59113,206.9495652,109,435.5944904,1.1,302.124031
Terrestrial,1362,"2,012",51.75812,-112.46145,311.4003158,112,389,3.1,266
Terrestrial,1363,"2,012",51.72006,-112.10558,323.7835859,113,384.996125,3.1,261
Terrestrial,1364,"2,012",51.69033,-111.87515,318.4882383,113,382,2.9,256.9861464
Terrestrial,1368,"2,012",51.57006,-110.75624,374.0133786,116,335.4062146,2.9,230
Terrestrial,1369,"2,012",51.52145,-110.45863,375.987965,116,327.9932409,2.9,224.9932409
Terrestrial,1370,"2,012",51.46489,-110.1346,392.1166824,114,320,2.895060385,218
Terrestrial,1387,"2,012",51.57246,-112.4742,312.9334291,111,381,3.2,264
Terrestrial,1388,"2,012",51.5336,-112.2374,274.0140283,106.1075198,399.1542656,2.9,272.1542656
Terrestrial,1389,"2,012",51.52292,-111.88457,331,115,380,3,254
Terrestrial,1393,"2,012",51.39843,-110.77002,382.972655,116,322.0715093,3.097265502,222.0715093
Terrestrial,1394,"2,012",51.33243,-110.54927,384.6971601,117,315.2288969,3.2,219
Terrestrial,1395,"2,012",51.28458,-110.26012,406.7341801,118,301.13291,3.2,209.13291
Terrestrial,1411,"2,012",51.41224,-112.58736,358.1419143,118.0869739,362,3.708697395,256
Terrestrial,1412,"2,012",51.39874,-112.25328,309.8064002,109.9466246,386.2060519,3.2,265.2831937
Terrestrial,1413,"2,012",51.33112,-111.98505,349.1310864,114.1310864,357.998714,3.3,242.998714
Terrestrial,1417,"2,012",51.17911,-110.88824,408.7528296,118,304.8879201,3.364074965,212.8045416
Terrestrial,1418,"2,012",51.15272,-110.54915,379.5498302,122,317.6255885,3.6,225.1402089
Terrestrial,1419,"2,012",51.1135,-110.34026,416.6367469,120,297.800629,3.5,208.8587743
Terrestrial,1440,"2,012",51.00862,-110.86984,420.1263227,118,294.3359468,3.5,205
Terrestrial,1441,"2,012",50.96886,-110.58252,422.8780996,120,299,3.616293917,209
Terrestrial,1442,"2,012",50.96275,-110.35303,433.3513839,121.0929475,297.4172555,3.7,208
Terrestrial,1462,"2,012",50.83058,-110.9912,442.5638398,118,272,3.689905557,188
Terrestrial,1463,"2,012",50.81084,-110.74593,443.1790157,119,279.3159802,3.617901565,193
Terrestrial,1464,"2,012",50.75206,-110.39059,447.6488289,122,296,3.8,205
Terrestrial,1483,"2,012",50.67247,-111.05795,452.9729179,120,277.0074125,3.9,189.4218323
Terrestrial,1484,"2,012",50.63069,-110.78565,434.7669816,119,290,3.938785211,197
Terrestrial,1485,"2,012",50.60015,-110.45382,450.768398,122,297,3.9,202
Terrestrial,1494,"2,012",50.8376,-113.57898,316.7638958,109.2546319,390.2686126,3.8,262
Terrestrial,1495,"2,012",50.7582,-113.32101,343.4936282,112,362.4926504,3.999881995,252.99882
Terrestrial,1496,"2,012",50.74616,-113.01305,344.9460082,115,385.0822726,4,252.0539918
Terrestrial,1513,"2,012",50.60032,-113.659,313,107,407.0001411,3.959511793,268
Terrestrial,1514,"2,012",50.61496,-113.39329,331.9768068,109.4797499,386,4.028477982,256
Terrestrial,1515,"2,012",50.55064,-113.11792,312.131156,109,414.9003878,4,265
Terrestrial,1532,"2,012",50.45014,-113.65967,313.5172777,109,414.4950509,4.1,269
Terrestrial,1533,"2,012",50.43446,-113.45283,329.0972627,111,400,4.2,264
Terrestrial,1534,"2,012",50.40322,-113.14249,333.0463322,113,399.1052364,4.3,265
Terrestrial,1541,"2,012",50.16565,-111.24235,451.7253578,124.5107653,323.0724626,4.7,198.3686354
Terrestrial,1542,"2,012",50.0901,-110.9463,441,124.9412109,325,4.7,205
Terrestrial,1543,"2,012",50.07497,-110.70358,442.1538552,130,321,5,206
Terrestrial,1562,"2,012",49.88304,-110.43681,425.1820978,117.1820978,337.8179022,4.5,210.44209
Terrestrial,1563,"2,012",49.83569,-110.19779,416.5244589,111,352.0731271,4.1,214.0731271
Terrestrial,1579,"2,012",49.67499,-110.57044,400.2344634,105.0393941,364.0393941,4.2,223.0768869
Terrestrial,1580,"2,012",49.63144,-110.29365,298.0419179,92,430.8496923,2.7,256.7230253
Terrestrial,1594,"2,012",49.60482,-111.18185,437.7787812,124,345.1348604,4.991364164,210
Terrestrial,1597,"2,012",49.46666,-110.2952,414.0745846,102.7074491,351.0000469,3.970749595,210.2925978
Terrestrial,1607,"2,012",49.58458,-112.23548,392,119,377,4.9,229.8181346
Terrestrial,1608,"2,012",49.50061,-111.9854,410,119,364,5,224
Terrestrial,1609,"2,012",49.44725,-111.69424,425.0409596,121,355,5.004095959,215
Terrestrial,1624,"2,012",49.36344,-112.33273,384.7554596,116,387.2445404,5,240
Terrestrial,1625,"2,012",49.35767,-112.03996,416.0608266,117,358.0085211,5.1,227
Terrestrial,1626,"2,012",49.32772,-111.80239,432.2322812,120,346.164115,5.2,218.2142028
Terrestrial,1640,"2,012",49.20788,-112.65322,333.4832709,105.4966743,434.5108882,4.649667433,266.5033257
Terrestrial,1641,"2,012",49.20164,-112.40756,355.5789952,105.8794973,392.7452175,4.6,253.3527765
Terrestrial,1642,"2,012",49.17302,-112.10323,416.7943804,114.144516,347.855484,5.214451604,239.4567588
Terrestrial,1643,"2,012",49.12461,-111.84484,445.2983255,119,334.5638612,5.443109335,230.4310934
Terrestrial,7,"2,013",59.82094,-110.37553,177.5434052,98,356,-3.6,207
Terrestrial,8,"2,013",59.74161,-110.1006,180.3571591,96.10772886,360,-3.789227114,208
Terrestrial,19,"2,013",59.60768,-110.41946,178.6924002,98,362,-3.252676829,211
Terrestrial,20,"2,013",59.61467,-110.12459,178.2918171,98,362,-3.459264778,210
Terrestrial,38,"2,013",59.46495,-110.52245,175.0340168,98,369,-3.1,216
Terrestrial,39,"2,013",59.39515,-110.22257,180.2000301,98,369,-3.2,216
Terrestrial,194,"2,013",58.87877,-116.42707,152.1220601,93.15195282,420,-2.7,256
Terrestrial,213,"2,013",58.28754,-110.05743,173.157048,101.7154873,393.0035287,-1.8,239.0035287
Terrestrial,231,"2,013",58.53916,-114.15745,222.5721718,108,382,-1.1,234
Terrestrial,232,"2,013",58.47323,-113.74558,223.2783149,105,386,-1.1,237
Terrestrial,233,"2,013",58.43389,-113.47328,222.480065,104,387,-1.1,239
Terrestrial,237,"2,013",58.34682,-112.11671,225,103,388,-1.2,241
Terrestrial,238,"2,013",58.27669,-111.74016,222,104,391,-1.156053099,243
Terrestrial,239,"2,013",58.28198,-111.37396,210.2398057,103.9646553,394,-1.3,244
Terrestrial,261,"2,013",58.37565,-114.11685,223.9999626,107.9999626,386,-0.9,239
Terrestrial,262,"2,013",58.34862,-113.82997,224,107,390,-1,241
Terrestrial,263,"2,013",58.28809,-113.50878,224,104.977517,391,-1,243
Terrestrial,267,"2,013",58.17747,-112.18086,213.728442,101,399,-1.224119929,250
Terrestrial,268,"2,013",58.14189,-111.78343,219.2091857,104,395,-1.024181577,247
Terrestrial,269,"2,013",58.07859,-111.46656,215.8463755,104.2112941,397,-1.1,248
Terrestrial,291,"2,013",58.18492,-114.23486,225.699233,108,392.8424555,-0.788892644,244.8424555
Terrestrial,292,"2,013",58.14742,-113.85895,222.8755027,106.8295693,393,-0.7,246
Terrestrial,293,"2,013",58.126,-113.56771,219.1500531,105,396,-0.8,247
Terrestrial,297,"2,013",57.94903,-112.23436,138.0113513,85.97610856,447,-2.551762135,280
Terrestrial,298,"2,013",57.97447,-111.85771,212.2895813,103,404.4151347,-1.01628359,254.4151347
Terrestrial,299,"2,013",57.91455,-111.57426,214.0236339,103,405,-1,255
Terrestrial,406,"2,013",57.58473,-115.43467,202.8470869,101.5222622,430.9554755,-0.947773776,271.4777378
Terrestrial,407,"2,013",57.50867,-115.17508,208.595714,106,421,-0.5,266
Terrestrial,408,"2,013",57.49203,-114.84502,194,103,429,-0.789935013,271.2823365
Terrestrial,418,"2,013",57.19672,-111.56298,225.7515378,105,419.123403,-0.134265029,272.3426503
Terrestrial,419,"2,013",57.1507,-111.22212,199.2980652,100.9236915,433.6964542,-0.503541393,280.0354139
Terrestrial,420,"2,013",57.12814,-110.87493,157,89,464,-1.6,296
Terrestrial,436,"2,013",57.39939,-115.44061,204.9157127,103,430.7125435,-0.6,272
Terrestrial,437,"2,013",57.33867,-115.14741,208.2068236,105,427,-0.4,271
Terrestrial,438,"2,013",57.33574,-114.8488,182.5217371,100,438.0237878,-0.8,279
Terrestrial,448,"2,013",57.00475,-111.50598,209.9204664,106,423,0.1,278.5548907
Terrestrial,449,"2,013",56.97602,-111.28054,205.2963941,99.91126087,438.0887391,-0.4,285.0887391
Terrestrial,450,"2,013",56.90997,-110.96353,178.9865309,95.17023359,456,-0.8,294
Terrestrial,466,"2,013",57.20737,-115.55669,191.6193664,97,445.9695919,-0.998986396,282.9797279
Terrestrial,467,"2,013",57.18846,-115.14482,205.9991408,104,432,-0.3,275
Terrestrial,468,"2,013",57.12431,-114.85561,186.0613674,100.8089732,444,-0.619102683,284
Terrestrial,478,"2,013",56.84834,-111.66765,196.2456959,98.13238226,443.8676177,-0.3,291.7543041
Terrestrial,479,"2,013",56.75534,-111.32263,205.5005845,101,447.6312035,0,292.9088498
Terrestrial,480,"2,013",56.73923,-110.99319,181.5201854,96,460,-0.5,298
Terrestrial,546,"2,013",56.93363,-119.88101,132.1456836,100,490.30418,0.5,303.7714817
Terrestrial,587,"2,013",56.55088,-116.73387,244.8836106,91,426.9483824,0,269.1163894
Terrestrial,588,"2,013",56.56849,-116.37445,217.7216964,91,442.9203138,-0.292031382,279.3579897
Terrestrial,589,"2,013",56.49012,-116.03941,216,95,448.269423,-0.019563126,284.269423
Terrestrial,593,"2,013",56.38547,-114.74607,146.0884151,92,483.444405,-0.8,316
Terrestrial,594,"2,013",56.3459,-114.46526,140.3773669,90,487.9096333,-0.9,320
Terrestrial,595,"2,013",56.33648,-114.09919,147.424532,91,483,-0.8,318
Terrestrial,605,"2,013",56.00462,-110.94727,176.6850181,93,473.3360122,-0.466800609,315.6680061
Terrestrial,606,"2,013",55.9857,-110.63362,188,100,451,0.2,301
Terrestrial,607,"2,013",55.95342,-110.31548,172.9151733,101,453.1206118,0,302.1206118
Terrestrial,619,"2,013",56.34537,-116.7113,225.543208,87.18106934,437.8189307,-0.1,275.8189307
