Protocol,ABMI.Site,Year,Latitude,Longitude,NSRNAME,NRNAME
Wetland,W-892,2016,54.366241,-110.994919,Dry Mixedwood,Boreal
Wetland,W-900,2008,54.854778,-118.700951,Central Mixedwood,Boreal
Wetland,W-901,2008,54.889511,-118.296112,Central Mixedwood,Boreal
Wetland,W-91,2011,59.212379,-111.772346,Central Mixedwood,Boreal
Wetland,W-91,2016,59.212379,-111.772346,Central Mixedwood,Boreal
Wetland,W-924,2010,54.236469,-111.340385,Dry Mixedwood,Boreal
Wetland,W-925,2016,54.163403,-110.990196,Dry Mixedwood,Boreal
Wetland,W-95,2014,59.065983,-110.411041,Athabasca Plain,Boreal
Wetland,W-957,2010,54.041615,-111.403084,Dry Mixedwood,Boreal
Wetland,W-957,2016,54.041615,-111.403084,Dry Mixedwood,Boreal
Wetland,W-960,2014,53.946247,-110.475677,Central Mixedwood,Boreal
Wetland,W-97,2014,59.663017,-119.780594,Northern Mixedwood,Boreal
Wetland,OGW-469,2014,57.097446,-114.573807,Central Mixedwood,Boreal
Wetland,OGW-531,2013,56.744755,-114.707581,Lower Boreal Highlands,Boreal
Wetland,OGW-542,2015,56.405643,-111.113083,Central Mixedwood,Boreal
Wetland,OGW-670,2015,55.620747,-110.728439,Central Mixedwood,Boreal
Wetland,OGW-701,2012,55.44717,-110.891159,Central Mixedwood,Boreal
Wetland,OGW-718,2011,55.723232,-115.245811,Central Mixedwood,Boreal
Wetland,OGW-841,2013,55.119804,-116.738426,Central Mixedwood,Boreal
Wetland,W-1009,2008,54.115536,-115.737389,Central Mixedwood,Boreal
Wetland,W-111,2013,59.304123,-114.945435,Boreal Subarctic,Boreal
Wetland,W-1111,2013,53.515854,-115.19281,Central Mixedwood,Boreal
Wetland,W-113,2013,59.245296,-114.18441,Boreal Subarctic,Boreal
Wetland,W-1143,2013,53.34864,-115.351357,Central Mixedwood,Boreal
Wetland,W-1144,2013,53.356602,-114.979057,Dry Mixedwood,Boreal
Wetland,W-124,2014,58.892406,-110.409058,Athabasca Plain,Boreal
Wetland,W-129,2014,59.431057,-118.767242,Lower Boreal Highlands,Boreal
Wetland,W-14,2009,59.796967,-112.230896,Northern Mixedwood,Boreal
Wetland,W-14,2016,59.796967,-112.230896,Northern Mixedwood,Boreal
Wetland,W-165,2012,59.085716,-116.429916,Lower Boreal Highlands,Boreal
Wetland,W-182,2012,58.5611,-110.643715,Athabasca Plain,Boreal
Wetland,W-211,2012,58.377476,-110.641006,Athabasca Plain,Boreal
Wetland,W-241,2012,58.161541,-110.711548,Athabasca Plain,Boreal
Wetland,W-242,2016,58.15395,-110.411049,Athabasca Plain,Boreal
Wetland,W-243,2014,58.142788,-110.090385,Athabasca Plain,Boreal
Wetland,W-272,2012,57.993595,-110.466278,Athabasca Plain,Boreal
Wetland,W-272,2016,57.993595,-110.466278,Athabasca Plain,Boreal
Wetland,W-294,2016,58.088268,-113.233276,Central Mixedwood,Boreal
Wetland,W-295,2016,58.055161,-112.838333,Lower Boreal Highlands,Boreal
Wetland,W-297,2013,57.949032,-112.23436,Lower Boreal Highlands,Boreal
Wetland,W-323,2016,57.931255,-113.273994,Lower Boreal Highlands,Boreal
Wetland,W-324,2010,57.876133,-113.004417,Upper Boreal Highlands,Boreal
Wetland,W-324,2016,57.876133,-113.004417,Upper Boreal Highlands,Boreal
Wetland,W-325,2010,57.861206,-112.580597,Lower Boreal Highlands,Boreal
Wetland,W-325,2016,57.861206,-112.580597,Lower Boreal Highlands,Boreal
Wetland,W-332,2011,57.578438,-110.360809,Athabasca Plain,Boreal
Wetland,W-344,2008,57.958118,-115.978279,Central Mixedwood,Boreal
Wetland,W-352,2010,57.713856,-113.323944,Lower Boreal Highlands,Boreal
Wetland,W-352,2016,57.713856,-113.323944,Lower Boreal Highlands,Boreal
Wetland,W-353,2010,57.68264,-112.992203,Lower Boreal Highlands,Boreal
Wetland,W-353,2016,57.68264,-112.992203,Lower Boreal Highlands,Boreal
Wetland,W-354,2010,57.685524,-112.631378,Upper Boreal Highlands,Boreal
Wetland,W-356,2014,57.571739,-112.023201,Upper Boreal Highlands,Boreal
Wetland,W-373,2008,57.833443,-116.360657,Lower Boreal Highlands,Boreal
Wetland,W-382,2010,57.568283,-113.389854,Lower Boreal Highlands,Boreal
Wetland,W-382,2016,57.568283,-113.389854,Lower Boreal Highlands,Boreal
Wetland,W-384,2016,57.482895,-112.775536,Upper Boreal Highlands,Boreal
Wetland,W-397,2012,57.733917,-118.379807,Lower Boreal Highlands,Boreal
Wetland,W-412,2015,57.38126,-113.492157,Upper Boreal Highlands,Boreal
Wetland,W-413,2015,57.323273,-113.110275,Lower Boreal Highlands,Boreal
Wetland,W-414,2008,57.294983,-112.846794,Lower Boreal Highlands,Boreal
Wetland,W-415,2011,57.246872,-112.510162,Central Mixedwood,Boreal
Wetland,W-422,2011,56.990757,-110.242638,Athabasca Plain,Boreal
Wetland,W-427,2012,57.572441,-118.473648,Lower Boreal Highlands,Boreal
Wetland,W-443,2008,57.134647,-113.191315,Lower Boreal Highlands,Boreal
Wetland,W-457,2012,57.423565,-118.488312,Lower Boreal Highlands,Boreal
Wetland,W-466,2013,57.207367,-115.556686,Central Mixedwood,Boreal
Wetland,W-473,2008,57.02507,-113.249763,Central Mixedwood,Boreal
Wetland,W-480,2013,56.739231,-110.993187,Central Mixedwood,Boreal
Wetland,W-481,2011,56.698807,-110.673233,Central Mixedwood,Boreal
Wetland,W-499,2009,56.986378,-114.944817,Central Mixedwood,Boreal
Wetland,W-501,2014,56.885067,-114.255661,Central Mixedwood,Boreal
Wetland,W-502,2014,56.868839,-113.958031,Central Mixedwood,Boreal
Wetland,W-508,2009,56.682861,-112.014778,Central Mixedwood,Boreal
Wetland,W-509,2014,56.633797,-111.700684,Central Mixedwood,Boreal
Wetland,W-529,2009,56.837563,-115.344734,Central Mixedwood,Boreal
Wetland,W-572,2014,56.242714,-111.523277,Lower Boreal Highlands,Boreal
Wetland,W-573,2014,56.217773,-111.191597,Lower Boreal Highlands,Boreal
Wetland,W-601,2007,56.145565,-112.27784,Central Mixedwood,Boreal
Wetland,W-601,2015,56.145565,-112.27784,Central Mixedwood,Boreal
Wetland,W-619,2013,56.345371,-116.711296,Central Mixedwood,Boreal
Wetland,W-637,2013,55.811905,-111.004028,Central Mixedwood,Boreal
Wetland,W-644,2012,56.319595,-119.027382,Dry Mixedwood,Boreal
Wetland,W-659,2016,55.977169,-114.198029,Central Mixedwood,Boreal
Wetland,W-664,2015,55.852993,-112.605179,Central Mixedwood,Boreal
Wetland,W-665,2015,55.799694,-112.317108,Central Mixedwood,Boreal
Wetland,W-667,2012,55.709446,-111.70414,Lower Boreal Highlands,Boreal
Wetland,W-669,2013,55.636261,-111.128052,Central Mixedwood,Boreal
Wetland,W-670,2013,55.620747,-110.728439,Central Mixedwood,Boreal
Wetland,W-700,2014,55.467098,-111.192917,Central Mixedwood,Boreal
Wetland,W-729,2009,55.386623,-111.827736,Lower Boreal Highlands,Boreal
Wetland,W-729,2016,55.386623,-111.827736,Lower Boreal Highlands,Boreal
Wetland,W-735,2012,55.823025,-119.752716,Dry Mixedwood,Boreal
Wetland,W-760,2009,55.164566,-111.923866,Central Mixedwood,Boreal
Wetland,W-770,2013,55.640907,-118.863098,Dry Mixedwood,Boreal
Wetland,W-776,2013,55.488499,-116.908836,Dry Mixedwood,Boreal
Wetland,W-777,2013,55.483208,-116.593346,Dry Mixedwood,Boreal
Wetland,W-778,2013,55.454884,-116.301064,Dry Mixedwood,Boreal
Wetland,W-787,2014,55.188187,-113.51355,Central Mixedwood,Boreal
Wetland,W-803,2013,55.431545,-118.535416,Dry Mixedwood,Boreal
Wetland,W-83,2013,59.460358,-114.442337,Lower Boreal Highlands,Boreal
Wetland,W-842,2013,55.067348,-116.368378,Central Mixedwood,Boreal
Wetland,W-867,2008,55.093342,-118.651749,Dry Mixedwood,Boreal
Wetland,W-868,2008,55.059719,-118.335739,Dry Mixedwood,Boreal
Wetland,W-916,2009,54.491386,-113.665222,Dry Mixedwood,Boreal
Wetland,W-1,2009,59.943127,-110.282402,Kazan Uplands,Canadian Shield
Wetland,W-122,2011,58.93523,-111.107582,Kazan Uplands,Canadian Shield
Wetland,W-122,2016,58.93523,-111.107582,Kazan Uplands,Canadian Shield
Wetland,W-150,2010,58.822025,-111.529236,Kazan Uplands,Canadian Shield
Wetland,W-20,2013,59.61467,-110.124588,Kazan Uplands,Canadian Shield
Wetland,W-36,2012,59.510143,-111.286217,Kazan Uplands,Canadian Shield
Wetland,W-37,2012,59.482281,-110.956512,Kazan Uplands,Canadian Shield
Wetland,W-64,2011,59.31958,-111.284081,Kazan Uplands,Canadian Shield
Wetland,W-64,2016,59.31958,-111.284081,Kazan Uplands,Canadian Shield
Wetland,W-65,2011,59.318275,-110.953598,Kazan Uplands,Canadian Shield
Wetland,W-65,2016,59.318275,-110.953598,Kazan Uplands,Canadian Shield
Wetland,W-92,2011,59.18782,-111.372108,Kazan Uplands,Canadian Shield
Wetland,W-92,2016,59.18782,-111.372108,Kazan Uplands,Canadian Shield
Wetland,W-1,2016,59.943127,-110.282402,Kazan Uplands,Canadian Shield
Wetland,W-123,2014,58.941849,-110.816315,Kazan Uplands,Canadian Shield
Wetland,W-16,2012,59.737675,-111.459206,Kazan Uplands,Canadian Shield
Wetland,W-17,2012,59.700066,-111.143211,Kazan Uplands,Canadian Shield
Wetland,W-18,2012,59.662022,-110.840218,Kazan Uplands,Canadian Shield
Wetland,W-19,2013,59.607685,-110.419456,Kazan Uplands,Canadian Shield
Wetland,W-38,2013,59.464947,-110.522453,Kazan Uplands,Canadian Shield
Wetland,W-39,2013,59.395153,-110.222572,Kazan Uplands,Canadian Shield
Wetland,W-4,2012,59.919476,-111.43428,Kazan Uplands,Canadian Shield
Wetland,W-5,2012,59.901665,-111.13752,Kazan Uplands,Canadian Shield
Wetland,W-67,2014,59.227852,-110.360909,Kazan Uplands,Canadian Shield
Wetland,W-7,2013,59.820942,-110.375534,Kazan Uplands,Canadian Shield
Wetland,W-8,2013,59.741611,-110.100601,Kazan Uplands,Canadian Shield
Wetland,W-93,2016,59.160793,-111.064606,Kazan Uplands,Canadian Shield
Wetland,W-6,2012,59.842426,-110.768616,Kazan Uplands,Canadian Shield
Wetland,W-66,2014,59.29142,-110.63604,Kazan Uplands,Canadian Shield
Wetland,W-93,2011,59.160793,-111.064606,Kazan Uplands,Canadian Shield
Wetland,W-94,2014,59.114807,-110.680214,Kazan Uplands,Canadian Shield
Wetland,W-1001,2011,54.314766,-118.126053,Upper Foothills,Foothills
Wetland,W-1002,2011,54.292706,-117.846184,Upper Foothills,Foothills
Wetland,W-1003,2011,54.266102,-117.516617,Upper Foothills,Foothills
Wetland,W-1042,2008,53.964378,-116.07502,Lower Foothills,Foothills
Wetland,W-1043,2008,53.96035,-115.708099,Lower Foothills,Foothills
Wetland,W-1072,2011,53.852501,-117.03109,Upper Foothills,Foothills
Wetland,W-1110,2013,53.582878,-115.551056,Lower Foothills,Foothills
Wetland,W-1136,2011,53.555168,-117.357323,Lower Foothills,Foothills
Wetland,W-1207,2010,53.004383,-115.644264,Lower Foothills,Foothills
Wetland,W-1208,2010,53.018326,-115.338051,Lower Foothills,Foothills
Wetland,W-1270,2014,52.53035,-114.58812,Lower Foothills,Foothills
Wetland,W-736,2012,55.816807,-119.430618,Lower Foothills,Foothills
Wetland,W-877,2010,54.82724,-115.563065,Upper Foothills,Foothills
Wetland,W-908,2010,54.71682,-116.154747,Lower Foothills,Foothills
Wetland,W-932,2008,54.716377,-119.043129,Lower Foothills,Foothills
Wetland,W-975,2008,54.32518,-115.914856,Lower Foothills,Foothills
Wetland,W-976,2008,54.28257,-115.62278,Lower Foothills,Foothills
Wetland,OGW-721,2015,55.624916,-114.345428,Lower Foothills,Foothills
Wetland,W-1007,2008,54.189331,-116.269379,Lower Foothills,Foothills
Wetland,W-1008,2008,54.149139,-115.990967,Lower Foothills,Foothills
Wetland,W-1036,2010,54.078339,-117.846275,Upper Foothills,Foothills
Wetland,W-1037,2010,54.092213,-117.601898,Upper Foothills,Foothills
Wetland,W-1041,2008,53.980541,-116.337242,Lower Foothills,Foothills
Wetland,W-1068,2008,53.935467,-118.193306,Upper Foothills,Foothills
Wetland,W-1069,2008,53.910858,-117.963562,Upper Foothills,Foothills
Wetland,W-1070,2008,53.939091,-117.590034,Upper Foothills,Foothills
Wetland,W-1071,2011,53.880966,-117.342422,Lower Foothills,Foothills
Wetland,W-1073,2011,53.839142,-116.708252,Upper Foothills,Foothills
Wetland,W-1101,2008,53.775806,-118.279419,Upper Foothills,Foothills
Wetland,W-1102,2008,53.744385,-117.968849,Upper Foothills,Foothills
Wetland,W-1103,2008,53.719894,-117.642792,Upper Foothills,Foothills
Wetland,W-1104,2011,53.69891,-117.313225,Upper Foothills,Foothills
Wetland,W-1105,2011,53.660904,-117.074203,Lower Foothills,Foothills
Wetland,W-1106,2011,53.671753,-116.723145,Lower Foothills,Foothills
Wetland,W-1134,2008,53.593197,-117.914024,Upper Foothills,Foothills
Wetland,W-1137,2011,53.514519,-117.017067,Lower Foothills,Foothills
Wetland,W-1138,2011,53.483967,-116.830391,Lower Foothills,Foothills
Wetland,W-1169,2010,53.342129,-117.356117,Upper Foothills,Foothills
Wetland,W-1171,2010,53.281467,-116.769356,Lower Foothills,Foothills
Wetland,W-1176,2010,53.198906,-115.388504,Lower Foothills,Foothills
Wetland,W-1209,2010,52.963455,-115.099663,Lower Foothills,Foothills
Wetland,W-1239,2010,52.811741,-115.120705,Lower Foothills,Foothills
Wetland,W-1269,2014,52.590515,-114.898758,Lower Foothills,Foothills
Wetland,W-1326,2014,52.221863,-114.977531,Lower Foothills,Foothills
Wetland,W-1353,2008,52.018738,-115.006264,Lower Foothills,Foothills
Wetland,W-1378,2008,51.844158,-115.045753,Upper Foothills,Foothills
Wetland,W-1379,2008,51.846592,-114.763763,Lower Foothills,Foothills
Wetland,W-1402,2008,51.709274,-115.120628,Upper Foothills,Foothills
Wetland,W-1403,2008,51.656414,-114.798325,Lower Foothills,Foothills
Wetland,W-705,2012,55.980568,-119.468948,Lower Foothills,Foothills
Wetland,W-909,2010,54.68285,-115.836937,Upper Foothills,Foothills
Wetland,W-910,2010,54.686611,-115.556122,Upper Foothills,Foothills
Wetland,W-933,2008,54.722633,-118.658981,Lower Foothills,Foothills
Wetland,W-941,2010,54.548,-116.261368,Lower Foothills,Foothills
Wetland,W-942,2010,54.501518,-115.896027,Upper Foothills,Foothills
Wetland,W-943,2010,54.452568,-115.63842,Lower Foothills,Foothills
Wetland,W-962,2011,54.556538,-119.940193,Upper Foothills,Foothills
Wetland,W-964,2011,54.558941,-119.280182,Lower Foothills,Foothills
Wetland,W-968,2011,54.498886,-118.141922,Lower Foothills,Foothills
Wetland,W-970,2011,54.465412,-117.456635,Lower Foothills,Foothills
Wetland,W-974,2008,54.329117,-116.306122,Lower Foothills,Foothills
Wetland,W-1031,2011,54.211262,-119.348755,Upper Foothills,Foothills
Wetland,W-1035,2010,54.099365,-118.176224,Upper Foothills,Foothills
Wetland,W-1142,2010,53.370556,-115.626289,Lower Foothills,Foothills
Wetland,W-1170,2010,53.344151,-117.076775,Upper Foothills,Foothills
Wetland,W-1175,2010,53.208466,-115.650589,Lower Foothills,Foothills
Wetland,W-1237,2010,52.839851,-115.715553,Lower Foothills,Foothills
Wetland,W-1238,2010,52.814526,-115.467941,Lower Foothills,Foothills
Wetland,W-722,2013,55.618637,-114.071823,Lower Foothills,Foothills
Wetland,W-723,2013,55.585331,-113.688354,Lower Foothills,Foothills
Wetland,W-802,2013,55.43932,-118.893852,Lower Foothills,Foothills
Wetland,W-875,2010,54.906899,-116.155487,Lower Foothills,Foothills
Wetland,W-876,2010,54.877594,-115.831787,Upper Foothills,Foothills
Wetland,W-934,2008,54.686821,-118.419434,Lower Foothills,Foothills
Wetland,W-963,2011,54.568817,-119.633614,Upper Foothills,Foothills
Wetland,W-969,2011,54.439407,-117.763863,Lower Foothills,Foothills
Wetland,W-996,2011,54.393799,-119.614182,Upper Foothills,Foothills
Wetland,OGW-1431,2013,51.361668,-113.435425,Foothills Fescue,Grassland
Wetland,OGW-1438,2013,51.101788,-111.487175,Dry Mixedgrass,Grassland
Wetland,OGW-1538,2013,50.260353,-112.086037,Dry Mixedgrass,Grassland
Wetland,OGW-1545,2013,50.018612,-110.142075,Dry Mixedgrass,Grassland
Wetland,OGW-1558,2013,50.003742,-111.578972,Dry Mixedgrass,Grassland
Wetland,OGW-1614,2013,49.263149,-110.411758,Dry Mixedgrass,Grassland
Wetland,W-1279,2013,52.260727,-112.000008,Northern Fescue,Grassland
Wetland,W-1281,2013,52.219337,-111.400436,Northern Fescue,Grassland
Wetland,W-1283,2013,52.137676,-110.796417,Northern Fescue,Grassland
Wetland,W-1285,2013,52.066765,-110.288818,Northern Fescue,Grassland
Wetland,W-1306,2013,52.106796,-112.350281,Northern Fescue,Grassland
Wetland,W-1307,2013,52.087727,-112.009926,Northern Fescue,Grassland
Wetland,W-1308,2013,52.060646,-111.69577,Northern Fescue,Grassland
Wetland,W-1310,2013,52.001896,-111.194672,Northern Fescue,Grassland
Wetland,W-1311,2013,51.938274,-110.911171,Northern Fescue,Grassland
Wetland,W-1313,2013,51.886597,-110.307915,Northern Fescue,Grassland
Wetland,W-1313,2016,51.886597,-110.307915,Northern Fescue,Grassland
Wetland,W-1314,2013,51.812878,-110.020561,Northern Fescue,Grassland
Wetland,W-1335,2013,51.949348,-112.400352,Northern Fescue,Grassland
Wetland,W-1336,2013,51.934284,-112.057968,Northern Fescue,Grassland
Wetland,W-1338,2013,51.829441,-111.513512,Northern Fescue,Grassland
Wetland,W-1340,2013,51.778267,-110.950378,Dry Mixedgrass,Grassland
Wetland,W-1342,2016,51.701118,-110.42244,Dry Mixedgrass,Grassland
Wetland,W-1362,2012,51.758121,-112.461449,Northern Fescue,Grassland
Wetland,W-1362,2016,51.758121,-112.461449,Northern Fescue,Grassland
Wetland,W-1363,2012,51.720058,-112.105583,Northern Fescue,Grassland
Wetland,W-1363,2016,51.720058,-112.105583,Northern Fescue,Grassland
Wetland,W-1364,2016,51.690331,-111.875153,Northern Fescue,Grassland
Wetland,W-1365,2014,51.684143,-111.629646,Dry Mixedgrass,Grassland
Wetland,W-1368,2012,51.570057,-110.756241,Dry Mixedgrass,Grassland
Wetland,W-1369,2015,51.521454,-110.458626,Dry Mixedgrass,Grassland
Wetland,W-1370,2012,51.464886,-110.134605,Dry Mixedgrass,Grassland
Wetland,W-1370,2015,51.464886,-110.134605,Dry Mixedgrass,Grassland
Wetland,W-1385,2014,51.660389,-113.029747,Northern Fescue,Grassland
Wetland,W-1387,2016,51.572464,-112.474205,Northern Fescue,Grassland
Wetland,W-1388,2016,51.5336,-112.237404,Northern Fescue,Grassland
Wetland,W-1389,2016,51.522919,-111.884567,Dry Mixedgrass,Grassland
Wetland,W-1393,2012,51.398434,-110.77002,Dry Mixedgrass,Grassland
Wetland,W-1394,2012,51.332428,-110.549271,Dry Mixedgrass,Grassland
Wetland,W-1394,2015,51.332428,-110.549271,Dry Mixedgrass,Grassland
Wetland,W-1395,2015,51.284584,-110.260117,Dry Mixedgrass,Grassland
Wetland,W-1408,2014,51.509693,-113.403748,Foothills Fescue,Grassland
Wetland,W-1410,2014,51.479015,-112.805328,Northern Fescue,Grassland
Wetland,W-1411,2016,51.412235,-112.587357,Northern Fescue,Grassland
Wetland,W-1412,2016,51.398739,-112.253281,Northern Fescue,Grassland
Wetland,W-1413,2016,51.33112,-111.985046,Dry Mixedgrass,Grassland
Wetland,W-1414,2014,51.299282,-111.666855,Dry Mixedgrass,Grassland
Wetland,W-1417,2012,51.179108,-110.888245,Dry Mixedgrass,Grassland
Wetland,W-1417,2015,51.179108,-110.888245,Dry Mixedgrass,Grassland
Wetland,W-1418,2012,51.152718,-110.549149,Dry Mixedgrass,Grassland
Wetland,W-1419,2012,51.113495,-110.340263,Dry Mixedgrass,Grassland
Wetland,W-1419,2015,51.113495,-110.340263,Dry Mixedgrass,Grassland
Wetland,W-1430,2010,51.377083,-113.72921,Foothills Fescue,Grassland
Wetland,W-1430,2016,51.377083,-113.72921,Foothills Fescue,Grassland
Wetland,W-1431,2014,51.361668,-113.435425,Foothills Fescue,Grassland
Wetland,W-1432,2014,51.285931,-113.162788,Northern Fescue,Grassland
Wetland,W-1435,2008,51.225536,-112.269989,Mixedgrass,Grassland
Wetland,W-1435,2015,51.225536,-112.269989,Mixedgrass,Grassland
Wetland,W-1436,2008,51.158115,-112.060234,Dry Mixedgrass,Grassland
Wetland,W-1437,2011,51.105412,-111.760864,Dry Mixedgrass,Grassland
Wetland,W-1438,2011,51.101788,-111.487175,Dry Mixedgrass,Grassland
Wetland,W-1439,2011,51.026218,-111.178215,Dry Mixedgrass,Grassland
Wetland,W-1441,2012,50.968857,-110.58252,Dry Mixedgrass,Grassland
Wetland,W-1442,2012,50.962753,-110.353027,Dry Mixedgrass,Grassland
Wetland,W-1443,2010,50.87767,-110.086479,Dry Mixedgrass,Grassland
Wetland,W-1443,2016,50.87767,-110.086479,Dry Mixedgrass,Grassland
Wetland,W-1451,2010,51.203373,-114.092514,Foothills Fescue,Grassland
Wetland,W-1451,2016,51.203373,-114.092514,Foothills Fescue,Grassland
Wetland,W-1452,2010,51.183567,-113.851097,Foothills Fescue,Grassland
Wetland,W-1452,2016,51.183567,-113.851097,Foothills Fescue,Grassland
Wetland,W-1454,2014,51.160454,-113.244972,Northern Fescue,Grassland
Wetland,W-1455,2014,51.08305,-112.906815,Mixedgrass,Grassland
Wetland,W-1457,2008,51.02346,-112.39537,Mixedgrass,Grassland
Wetland,W-1457,2015,51.02346,-112.39537,Mixedgrass,Grassland
Wetland,W-1459,2011,50.936085,-111.830009,Dry Mixedgrass,Grassland
Wetland,W-1460,2011,50.953686,-111.546654,Dry Mixedgrass,Grassland
Wetland,W-1461,2011,50.907532,-111.286209,Dry Mixedgrass,Grassland
Wetland,W-1464,2012,50.752064,-110.390587,Dry Mixedgrass,Grassland
Wetland,W-1465,2010,50.750031,-110.18914,Dry Mixedgrass,Grassland
Wetland,W-1465,2016,50.750031,-110.18914,Dry Mixedgrass,Grassland
Wetland,W-1473,2010,51.047684,-113.795387,Foothills Fescue,Grassland
Wetland,W-1473,2016,51.047684,-113.795387,Foothills Fescue,Grassland
Wetland,W-1474,2014,50.976761,-113.569595,Foothills Fescue,Grassland
Wetland,W-1475,2014,50.964474,-113.316635,Mixedgrass,Grassland
Wetland,W-1476,2014,50.945747,-112.984711,Mixedgrass,Grassland
Wetland,W-1477,2008,50.880524,-112.734695,Mixedgrass,Grassland
Wetland,W-1479,2013,50.803802,-112.151886,Dry Mixedgrass,Grassland
Wetland,W-1480,2011,50.764927,-111.83046,Dry Mixedgrass,Grassland
Wetland,W-1481,2011,50.746773,-111.609749,Dry Mixedgrass,Grassland
Wetland,W-1483,2012,50.67247,-111.057953,Dry Mixedgrass,Grassland
Wetland,W-1485,2012,50.600151,-110.453819,Dry Mixedgrass,Grassland
Wetland,W-1486,2011,50.562279,-110.20327,Dry Mixedgrass,Grassland
Wetland,W-1486,2016,50.562279,-110.20327,Dry Mixedgrass,Grassland
Wetland,W-1494,2012,50.837601,-113.578979,Foothills Fescue,Grassland
Wetland,W-1498,2013,50.697739,-112.45594,Dry Mixedgrass,Grassland
Wetland,W-1499,2013,50.669537,-112.207153,Dry Mixedgrass,Grassland
Wetland,W-1500,2016,50.588234,-111.902893,Dry Mixedgrass,Grassland
Wetland,W-1504,2014,50.443134,-110.786758,Dry Mixedgrass,Grassland
Wetland,W-1505,2014,50.404125,-110.599663,Dry Mixedgrass,Grassland
Wetland,W-1506,2015,50.380306,-110.307625,Dry Mixedgrass,Grassland
Wetland,W-1515,2012,50.550644,-113.11792,Mixedgrass,Grassland
Wetland,W-1516,2013,50.542095,-112.882713,Mixedgrass,Grassland
Wetland,W-1517,2013,50.517685,-112.549667,Mixedgrass,Grassland
Wetland,W-1520,2016,50.418095,-111.738968,Dry Mixedgrass,Grassland
Wetland,W-1522,2014,50.31171,-111.143631,Dry Mixedgrass,Grassland
Wetland,W-1523,2014,50.268253,-110.866264,Dry Mixedgrass,Grassland
Wetland,W-1524,2014,50.243816,-110.60804,Dry Mixedgrass,Grassland
Wetland,W-1525,2015,50.217842,-110.2854,Dry Mixedgrass,Grassland
Wetland,W-1526,2015,50.182167,-110.118004,Dry Mixedgrass,Grassland
Wetland,W-1530,2015,50.539951,-114.206207,Foothills Fescue,Grassland
Wetland,W-1531,2015,50.507336,-113.974861,Foothills Fescue,Grassland
Wetland,W-1532,2012,50.450142,-113.659668,Foothills Fescue,Grassland
Wetland,W-1533,2012,50.43446,-113.452827,Mixedgrass,Grassland
Wetland,W-1534,2012,50.403221,-113.142487,Mixedgrass,Grassland
Wetland,W-1537,2013,50.285,-112.352592,Dry Mixedgrass,Grassland
Wetland,W-1538,2010,50.260353,-112.086037,Dry Mixedgrass,Grassland
Wetland,W-1538,2016,50.260353,-112.086037,Dry Mixedgrass,Grassland
Wetland,W-1541,2012,50.165653,-111.242348,Dry Mixedgrass,Grassland
Wetland,W-1542,2014,50.090096,-110.946297,Dry Mixedgrass,Grassland
Wetland,W-1543,2014,50.074966,-110.703575,Dry Mixedgrass,Grassland
Wetland,W-1544,2015,50.064293,-110.399872,Dry Mixedgrass,Grassland
Wetland,W-1545,2015,50.018612,-110.142075,Dry Mixedgrass,Grassland
Wetland,W-1552,2009,50.246426,-113.186638,Mixedgrass,Grassland
Wetland,W-1555,2014,50.092964,-112.415634,Dry Mixedgrass,Grassland
Wetland,W-1557,2008,50.030048,-111.793381,Dry Mixedgrass,Grassland
Wetland,W-1558,2008,50.003742,-111.578972,Dry Mixedgrass,Grassland
Wetland,W-1560,2011,49.918877,-111.014114,Dry Mixedgrass,Grassland
Wetland,W-1561,2011,49.919498,-110.721718,Dry Mixedgrass,Grassland
Wetland,W-1562,2012,49.883038,-110.436813,Dry Mixedgrass,Grassland
Wetland,W-1568,2016,50.059593,-113.466103,Mixedgrass,Grassland
Wetland,W-1570,2014,50.011517,-112.921288,Mixedgrass,Grassland
Wetland,W-1572,2014,49.925816,-112.371689,Dry Mixedgrass,Grassland
Wetland,W-1573,2011,49.896278,-112.10746,Dry Mixedgrass,Grassland
Wetland,W-1573,2015,49.896278,-112.10746,Dry Mixedgrass,Grassland
Wetland,W-1574,2009,49.83321,-111.856102,Dry Mixedgrass,Grassland
Wetland,W-1574,2015,49.83321,-111.856102,Dry Mixedgrass,Grassland
Wetland,W-1575,2008,49.81501,-111.638481,Dry Mixedgrass,Grassland
Wetland,W-1575,2015,49.81501,-111.638481,Dry Mixedgrass,Grassland
Wetland,W-1576,2011,49.77964,-111.309196,Dry Mixedgrass,Grassland
Wetland,W-1577,2011,49.729866,-111.022934,Dry Mixedgrass,Grassland
Wetland,W-1578,2011,49.69857,-110.767006,Mixedgrass,Grassland
Wetland,W-1585,2009,49.915531,-113.542526,Mixedgrass,Grassland
Wetland,W-1586,2010,49.878643,-113.285866,Mixedgrass,Grassland
Wetland,W-1587,2014,49.811783,-112.968109,Mixedgrass,Grassland
Wetland,W-1590,2009,49.743179,-112.16703,Dry Mixedgrass,Grassland
Wetland,W-1591,2010,49.692783,-111.960442,Dry Mixedgrass,Grassland
Wetland,W-1592,2009,49.644451,-111.661781,Dry Mixedgrass,Grassland
Wetland,W-1593,2011,49.637825,-111.392174,Dry Mixedgrass,Grassland
Wetland,W-1593,2016,49.637825,-111.392174,Dry Mixedgrass,Grassland
Wetland,W-1595,2011,49.562969,-110.831818,Dry Mixedgrass,Grassland
Wetland,W-1596,2012,49.525253,-110.572441,Mixedgrass,Grassland
