Protocol,ABMI.Site,Year,Latitude,Longitude,NSRNAME,NRNAME
Terrestrial,303,2014,57.760666,-110.229668,Central Mixedwood,Boreal
Terrestrial,326,2014,57.810936,-112.311165,Upper Boreal Highlands,Boreal
Terrestrial,327,2014,57.788807,-111.969208,Upper Boreal Highlands,Boreal
Terrestrial,328,2014,57.726879,-111.551453,Athabasca Plain,Boreal
Terrestrial,355,2014,57.605453,-112.314194,Upper Boreal Highlands,Boreal
Terrestrial,356,2014,57.571739,-112.023201,Upper Boreal Highlands,Boreal
Terrestrial,357,2014,57.548332,-111.660538,Central Mixedwood,Boreal
Terrestrial,385,2014,57.479927,-112.38398,Upper Boreal Highlands,Boreal
Terrestrial,386,2014,57.38456,-112.092293,Lower Boreal Highlands,Boreal
Terrestrial,387,2014,57.372757,-111.760498,Central Mixedwood,Boreal
Terrestrial,500,2014,56.904362,-114.559021,Central Mixedwood,Boreal
Terrestrial,501,2014,56.885067,-114.255661,Central Mixedwood,Boreal
Terrestrial,502,2014,56.868839,-113.958031,Central Mixedwood,Boreal
Terrestrial,509,2014,56.633797,-111.700684,Central Mixedwood,Boreal
Terrestrial,510,2014,56.602238,-111.343719,Central Mixedwood,Boreal
Terrestrial,511,2014,56.553654,-111.028305,Central Mixedwood,Boreal
Terrestrial,531,2014,56.744755,-114.707581,Lower Boreal Highlands,Boreal
Terrestrial,532,2014,56.760143,-114.332275,Lower Boreal Highlands,Boreal
Terrestrial,533,2014,56.668095,-114.006927,Lower Boreal Highlands,Boreal
Terrestrial,540,2014,56.454128,-111.739182,Central Mixedwood,Boreal
Terrestrial,541,2014,56.389679,-111.437485,Central Mixedwood,Boreal
Terrestrial,562,2014,56.596901,-114.647148,Lower Boreal Highlands,Boreal
Terrestrial,563,2014,56.568848,-114.355988,Lower Boreal Highlands,Boreal
Terrestrial,564,2014,56.529064,-114.080284,Lower Boreal Highlands,Boreal
Terrestrial,571,2014,56.272148,-111.878265,Central Mixedwood,Boreal
Terrestrial,572,2014,56.242714,-111.523277,Lower Boreal Highlands,Boreal
Terrestrial,573,2014,56.217773,-111.191597,Lower Boreal Highlands,Boreal
Terrestrial,653,2014,56.148235,-116.120285,Central Mixedwood,Boreal
Terrestrial,679,2014,56.119915,-117.760071,Dry Mixedwood,Boreal
Terrestrial,680,2014,56.062008,-117.447258,Dry Mixedwood,Boreal
Terrestrial,681,2014,56.056721,-117.071121,Dry Mixedwood,Boreal
Terrestrial,700,2014,55.467098,-111.192917,Central Mixedwood,Boreal
Terrestrial,701,2014,55.44717,-110.891159,Central Mixedwood,Boreal
Terrestrial,702,2014,55.394737,-110.568474,Central Mixedwood,Boreal
Terrestrial,710,2014,55.934803,-117.796768,Dry Mixedwood,Boreal
Terrestrial,711,2014,55.872986,-117.451088,Dry Mixedwood,Boreal
Terrestrial,712,2014,55.855705,-117.155426,Dry Mixedwood,Boreal
Terrestrial,741,2014,55.713165,-117.789948,Dry Mixedwood,Boreal
Terrestrial,742,2014,55.719906,-117.479637,Dry Mixedwood,Boreal
Terrestrial,743,2014,55.695053,-117.225212,Dry Mixedwood,Boreal
Terrestrial,785,2014,55.251911,-114.198654,Central Mixedwood,Boreal
Terrestrial,786,2014,55.239887,-113.804993,Central Mixedwood,Boreal
Terrestrial,787,2014,55.188187,-113.51355,Central Mixedwood,Boreal
Terrestrial,817,2014,55.082214,-114.16217,Central Mixedwood,Boreal
Terrestrial,818,2014,55.047272,-113.870064,Central Mixedwood,Boreal
Terrestrial,819,2014,55.018139,-113.568703,Central Mixedwood,Boreal
Terrestrial,849,2014,54.870182,-114.268692,Central Mixedwood,Boreal
Terrestrial,850,2014,54.858162,-113.977287,Central Mixedwood,Boreal
Terrestrial,851,2014,54.841652,-113.643242,Central Mixedwood,Boreal
Terrestrial,887,2014,54.515881,-112.468384,Central Mixedwood,Boreal
Terrestrial,888,2014,54.470558,-112.165871,Central Mixedwood,Boreal
Terrestrial,889,2014,54.434608,-111.914276,Central Mixedwood,Boreal
Terrestrial,893,2014,54.279354,-110.610153,Dry Mixedwood,Boreal
Terrestrial,895,2014,54.2005,-110.043304,Central Mixedwood,Boreal
Terrestrial,920,2014,54.35503,-112.469894,Central Mixedwood,Boreal
Terrestrial,921,2014,54.30624,-112.183655,Central Mixedwood,Boreal
Terrestrial,922,2014,54.284721,-111.918694,Central Mixedwood,Boreal
Terrestrial,926,2014,54.13707,-110.756599,Dry Mixedwood,Boreal
Terrestrial,927,2014,54.081009,-110.451973,Central Mixedwood,Boreal
Terrestrial,928,2014,54.0588,-110.071587,Central Mixedwood,Boreal
Terrestrial,953,2014,54.191296,-112.577133,Dry Mixedwood,Boreal
Terrestrial,954,2014,54.135212,-112.3311,Dry Mixedwood,Boreal
Terrestrial,955,2014,54.127819,-111.966194,Dry Mixedwood,Boreal
Terrestrial,959,2014,53.926502,-110.809654,Dry Mixedwood,Boreal
Terrestrial,960,2014,53.946247,-110.475677,Central Mixedwood,Boreal
Terrestrial,961,2014,53.864643,-110.222214,Central Mixedwood,Boreal
Terrestrial,994,2014,53.726601,-110.260529,Dry Mixedwood,Boreal
Terrestrial,1178,2014,53.104702,-114.714417,Central Mixedwood,Boreal
Terrestrial,1179,2014,53.097267,-114.470749,Central Mixedwood,Boreal
Terrestrial,1180,2014,53.092289,-114.158813,Central Mixedwood,Boreal
Terrestrial,1271,2014,52.521202,-114.312134,Dry Mixedwood,Boreal
Terrestrial,1297,2014,52.396336,-114.901306,Dry Mixedwood,Boreal
Terrestrial,1298,2014,52.394562,-114.640388,Dry Mixedwood,Boreal
Terrestrial,1299,2014,52.350571,-114.307846,Dry Mixedwood,Boreal
Terrestrial,1327,2014,52.227379,-114.69603,Dry Mixedwood,Boreal
Terrestrial,1328,2014,52.160652,-114.464409,Dry Mixedwood,Boreal
Terrestrial,3,2015,59.94268,-111.849083,Northern Mixedwood,Boreal
Terrestrial,13,2015,59.869965,-112.579437,Northern Mixedwood,Boreal
Terrestrial,14,2015,59.796967,-112.230896,Northern Mixedwood,Boreal
Terrestrial,15,2015,59.783936,-111.907753,Northern Mixedwood,Boreal
Terrestrial,32,2015,59.677498,-112.604416,Northern Mixedwood,Boreal
Terrestrial,33,2015,59.646675,-112.275978,Northern Mixedwood,Boreal
Terrestrial,34,2015,59.56572,-111.939857,Northern Mixedwood,Boreal
Terrestrial,234,2015,58.418022,-113.046516,Central Mixedwood,Boreal
Terrestrial,235,2015,58.367569,-112.757271,Central Mixedwood,Boreal
Terrestrial,236,2015,58.374332,-112.436066,Central Mixedwood,Boreal
Terrestrial,264,2015,58.253811,-113.129601,Central Mixedwood,Boreal
Terrestrial,265,2015,58.207672,-112.842941,Central Mixedwood,Boreal
Terrestrial,266,2015,58.205688,-112.512741,Central Mixedwood,Boreal
Terrestrial,294,2015,58.088268,-113.233276,Central Mixedwood,Boreal
Terrestrial,295,2015,58.055161,-112.838333,Lower Boreal Highlands,Boreal
Terrestrial,296,2015,57.98127,-112.561646,Upper Boreal Highlands,Boreal
Terrestrial,329,2015,57.668869,-111.269035,Athabasca Plain,Boreal
Terrestrial,330,2015,57.668617,-110.962219,Central Mixedwood,Boreal
Terrestrial,331,2015,57.633213,-110.613266,Central Mixedwood,Boreal
Terrestrial,358,2015,57.497894,-111.375656,Athabasca Plain,Boreal
Terrestrial,359,2015,57.454884,-111.054222,Central Mixedwood,Boreal
Terrestrial,360,2015,57.468082,-110.709099,Central Mixedwood,Boreal
Terrestrial,388,2015,57.341125,-111.48172,Central Mixedwood,Boreal
Terrestrial,389,2015,57.299912,-111.113747,Central Mixedwood,Boreal
Terrestrial,390,2015,57.268986,-110.721565,Central Mixedwood,Boreal
Terrestrial,412,2015,57.38126,-113.492157,Upper Boreal Highlands,Boreal
Terrestrial,413,2015,57.323273,-113.110275,Lower Boreal Highlands,Boreal
Terrestrial,414,2015,57.294983,-112.846794,Lower Boreal Highlands,Boreal
Terrestrial,442,2015,57.201565,-113.577225,Upper Boreal Highlands,Boreal
Terrestrial,443,2015,57.134647,-113.191315,Lower Boreal Highlands,Boreal
Terrestrial,444,2015,57.164497,-112.87368,Central Mixedwood,Boreal
Terrestrial,472,2015,56.993168,-113.571747,Lower Boreal Highlands,Boreal
Terrestrial,473,2015,57.02507,-113.249763,Central Mixedwood,Boreal
Terrestrial,474,2015,56.952862,-112.872215,Central Mixedwood,Boreal
Terrestrial,512,2015,56.563141,-110.742599,Central Mixedwood,Boreal
Terrestrial,513,2015,56.497036,-110.381218,Central Mixedwood,Boreal
Terrestrial,514,2015,56.463573,-110.065025,Central Mixedwood,Boreal
Terrestrial,543,2015,56.367294,-110.807022,Central Mixedwood,Boreal
Terrestrial,544,2015,56.315376,-110.536407,Central Mixedwood,Boreal
Terrestrial,545,2015,56.264294,-110.207954,Central Mixedwood,Boreal
Terrestrial,574,2015,56.174919,-110.900429,Central Mixedwood,Boreal
Terrestrial,575,2015,56.109257,-110.594681,Central Mixedwood,Boreal
Terrestrial,576,2015,56.107594,-110.323669,Central Mixedwood,Boreal
Terrestrial,599,2015,56.223064,-112.856621,Central Mixedwood,Boreal
Terrestrial,600,2015,56.176392,-112.548492,Central Mixedwood,Boreal
Terrestrial,601,2015,56.145565,-112.27784,Central Mixedwood,Boreal
Terrestrial,631,2015,56.047466,-112.83889,Central Mixedwood,Boreal
Terrestrial,632,2015,55.979862,-112.605103,Central Mixedwood,Boreal
Terrestrial,633,2015,55.970795,-112.23922,Central Mixedwood,Boreal
Terrestrial,663,2015,55.847248,-113.027748,Central Mixedwood,Boreal
Terrestrial,664,2015,55.852993,-112.605179,Central Mixedwood,Boreal
Terrestrial,665,2015,55.799694,-112.317108,Central Mixedwood,Boreal
Terrestrial,791,2015,55.034576,-112.233109,Central Mixedwood,Boreal
Terrestrial,792,2015,55.02652,-112.013039,Central Mixedwood,Boreal
Terrestrial,793,2015,54.976463,-111.730118,Central Mixedwood,Boreal
Terrestrial,794,2015,54.970066,-111.336494,Central Mixedwood,Boreal
Terrestrial,823,2015,54.883816,-112.384628,Dry Mixedwood,Boreal
Terrestrial,824,2015,54.850914,-112.009575,Dry Mixedwood,Boreal
Terrestrial,825,2015,54.811955,-111.665276,Central Mixedwood,Boreal
Terrestrial,855,2015,54.682022,-112.363113,Central Mixedwood,Boreal
Terrestrial,856,2015,54.657631,-112.058853,Dry Mixedwood,Boreal
Terrestrial,857,2015,54.640965,-111.759758,Central Mixedwood,Boreal
Terrestrial,989,2015,53.857868,-111.749352,Dry Mixedwood,Boreal
Terrestrial,990,2015,53.872204,-111.464218,Dry Mixedwood,Boreal
Terrestrial,991,2015,53.823879,-111.167091,Dry Mixedwood,Boreal
Terrestrial,1022,2015,53.67614,-111.788589,Dry Mixedwood,Boreal
Terrestrial,1023,2015,53.671288,-111.449608,Dry Mixedwood,Boreal
Terrestrial,1024,2015,53.639076,-111.22509,Dry Mixedwood,Boreal
Terrestrial,388B,2015,57.341125,-111.48172,Central Mixedwood,Boreal
Terrestrial,3,2016,59.94268,-111.849083,Northern Mixedwood,Boreal
Terrestrial,13,2016,59.869965,-112.579437,Northern Mixedwood,Boreal
Terrestrial,14,2016,59.796967,-112.230896,Northern Mixedwood,Boreal
Terrestrial,15,2016,59.783936,-111.907753,Northern Mixedwood,Boreal
Terrestrial,32,2016,59.677498,-112.604416,Northern Mixedwood,Boreal
Terrestrial,33,2016,59.646675,-112.275978,Northern Mixedwood,Boreal
Terrestrial,34,2016,59.56572,-111.939857,Northern Mixedwood,Boreal
Terrestrial,63,2016,59.416378,-111.659508,Northern Mixedwood,Boreal
Terrestrial,91,2016,59.212379,-111.772346,Central Mixedwood,Boreal
Terrestrial,121,2016,59.016956,-111.443527,Peace-Athabasca Delta,Boreal
Terrestrial,234,2016,58.418022,-113.046516,Central Mixedwood,Boreal
Terrestrial,235,2016,58.367569,-112.757271,Central Mixedwood,Boreal
Terrestrial,236,2016,58.374332,-112.436066,Central Mixedwood,Boreal
Terrestrial,240,2016,58.251968,-111.048103,Athabasca Plain,Boreal
Terrestrial,241,2016,58.161541,-110.711548,Athabasca Plain,Boreal
Terrestrial,242,2016,58.15395,-110.411049,Athabasca Plain,Boreal
Terrestrial,264,2016,58.253811,-113.129601,Central Mixedwood,Boreal
Terrestrial,265,2016,58.207672,-112.842941,Central Mixedwood,Boreal
Terrestrial,266,2016,58.205688,-112.512741,Central Mixedwood,Boreal
Terrestrial,270,2016,58.021748,-111.160591,Athabasca Plain,Boreal
Terrestrial,271,2016,58.014492,-110.813072,Athabasca Plain,Boreal
Terrestrial,272,2016,57.993595,-110.466278,Athabasca Plain,Boreal
Terrestrial,294,2016,58.088268,-113.233276,Central Mixedwood,Boreal
Terrestrial,295,2016,58.055161,-112.838333,Lower Boreal Highlands,Boreal
Terrestrial,296,2016,57.98127,-112.561646,Upper Boreal Highlands,Boreal
Terrestrial,300,2016,57.907963,-111.262276,Athabasca Plain,Boreal
Terrestrial,301,2016,57.819054,-110.839073,Central Mixedwood,Boreal
Terrestrial,302,2016,57.803822,-110.653053,Central Mixedwood,Boreal
Terrestrial,323,2016,57.931255,-113.273994,Lower Boreal Highlands,Boreal
Terrestrial,324,2016,57.876133,-113.004417,Upper Boreal Highlands,Boreal
Terrestrial,325,2016,57.861206,-112.580597,Lower Boreal Highlands,Boreal
Terrestrial,352,2016,57.713856,-113.323944,Lower Boreal Highlands,Boreal
Terrestrial,353,2016,57.68264,-112.992203,Lower Boreal Highlands,Boreal
Terrestrial,354,2016,57.685524,-112.631378,Upper Boreal Highlands,Boreal
Terrestrial,382,2016,57.568283,-113.389854,Lower Boreal Highlands,Boreal
Terrestrial,383,2016,57.537735,-113.120346,Upper Boreal Highlands,Boreal
Terrestrial,384,2016,57.482895,-112.775536,Upper Boreal Highlands,Boreal
Terrestrial,421,2016,57.056065,-110.574104,Central Mixedwood,Boreal
Terrestrial,422,2016,56.990757,-110.242638,Athabasca Plain,Boreal
Terrestrial,451,2016,56.852806,-110.575729,Central Mixedwood,Boreal
Terrestrial,452,2016,56.856949,-110.307251,Athabasca Plain,Boreal
Terrestrial,481,2016,56.698807,-110.673233,Central Mixedwood,Boreal
Terrestrial,482,2016,56.648621,-110.33329,Central Mixedwood,Boreal
Terrestrial,483,2016,56.651634,-110.02491,Central Mixedwood,Boreal
Terrestrial,497,2016,57.023487,-115.629578,Central Mixedwood,Boreal
Terrestrial,498,2016,57.003262,-115.287514,Central Mixedwood,Boreal
Terrestrial,499,2016,56.986378,-114.944817,Central Mixedwood,Boreal
Terrestrial,506,2016,56.732479,-112.732773,Central Mixedwood,Boreal
Terrestrial,507,2016,56.703514,-112.361649,Central Mixedwood,Boreal
Terrestrial,508,2016,56.682861,-112.014778,Central Mixedwood,Boreal
Terrestrial,528,2016,56.86496,-115.657036,Lower Boreal Highlands,Boreal
Terrestrial,529,2016,56.837563,-115.344734,Central Mixedwood,Boreal
Terrestrial,530,2016,56.777458,-115.052505,Central Mixedwood,Boreal
Terrestrial,537,2016,56.588074,-112.776077,Central Mixedwood,Boreal
Terrestrial,538,2016,56.549435,-112.45282,Central Mixedwood,Boreal
Terrestrial,539,2016,56.50687,-112.16037,Central Mixedwood,Boreal
Terrestrial,555,2016,56.76223,-117.039635,Dry Mixedwood,Boreal
Terrestrial,559,2016,56.670578,-115.698334,Central Mixedwood,Boreal
Terrestrial,560,2016,56.651146,-115.323715,Central Mixedwood,Boreal
Terrestrial,561,2016,56.634964,-115.017265,Central Mixedwood,Boreal
Terrestrial,568,2016,56.398125,-112.719238,Central Mixedwood,Boreal
Terrestrial,569,2016,56.329151,-112.424896,Central Mixedwood,Boreal
Terrestrial,570,2016,56.333176,-112.122169,Central Mixedwood,Boreal
Terrestrial,584,2016,56.645885,-117.63176,Dry Mixedwood,Boreal
Terrestrial,585,2016,56.626186,-117.39534,Dry Mixedwood,Boreal
Terrestrial,586,2016,56.55817,-117.017921,Dry Mixedwood,Boreal
Terrestrial,587,2016,56.55088,-116.733871,Dry Mixedwood,Boreal
Terrestrial,588,2016,56.568489,-116.374451,Central Mixedwood,Boreal
Terrestrial,589,2016,56.490124,-116.039406,Central Mixedwood,Boreal
Terrestrial,593,2016,56.385468,-114.746071,Lower Boreal Highlands,Boreal
Terrestrial,594,2016,56.345901,-114.465256,Lower Boreal Highlands,Boreal
Terrestrial,595,2016,56.336475,-114.09919,Central Mixedwood,Boreal
Terrestrial,608,2016,55.91721,-110.027626,Central Mixedwood,Boreal
Terrestrial,616,2016,56.436817,-117.657349,Dry Mixedwood,Boreal
Terrestrial,617,2016,56.44331,-117.369858,Dry Mixedwood,Boreal
Terrestrial,618,2016,56.385921,-117.012878,Dry Mixedwood,Boreal
Terrestrial,619,2016,56.345371,-116.711296,Central Mixedwood,Boreal
Terrestrial,620,2016,56.372555,-116.406296,Central Mixedwood,Boreal
Terrestrial,621,2016,56.331802,-116.141838,Central Mixedwood,Boreal
Terrestrial,625,2016,56.212494,-114.849663,Central Mixedwood,Boreal
Terrestrial,626,2016,56.22192,-114.478264,Central Mixedwood,Boreal
Terrestrial,627,2016,56.181553,-114.14048,Central Mixedwood,Boreal
Terrestrial,640,2016,55.71085,-110.065269,Central Mixedwood,Boreal
Terrestrial,648,2016,56.257835,-117.671722,Dry Mixedwood,Boreal
Terrestrial,650,2016,56.229439,-117.110107,Dry Mixedwood,Boreal
Terrestrial,651,2016,56.221806,-116.832489,Central Mixedwood,Boreal
Terrestrial,652,2016,56.165104,-116.444389,Central Mixedwood,Boreal
Terrestrial,653,2016,56.148235,-116.120285,Central Mixedwood,Boreal
Terrestrial,657,2016,56.028576,-114.892906,Central Mixedwood,Boreal
Terrestrial,658,2016,56.046543,-114.521767,Central Mixedwood,Boreal
Terrestrial,659,2016,55.977169,-114.198029,Central Mixedwood,Boreal
Terrestrial,672,2016,55.529751,-110.113976,Central Mixedwood,Boreal
Terrestrial,697,2016,55.559921,-112.072166,Lower Boreal Highlands,Boreal
Terrestrial,698,2016,55.547825,-111.749794,Lower Boreal Highlands,Boreal
Terrestrial,699,2016,55.497818,-111.417191,Central Mixedwood,Boreal
Terrestrial,728,2016,55.374165,-112.146545,Lower Boreal Highlands,Boreal
Terrestrial,729,2016,55.386623,-111.827736,Lower Boreal Highlands,Boreal
Terrestrial,730,2016,55.308971,-111.497162,Central Mixedwood,Boreal
Terrestrial,759,2016,55.248493,-112.251076,Central Mixedwood,Boreal
Terrestrial,760,2016,55.164566,-111.923866,Central Mixedwood,Boreal
Terrestrial,761,2016,55.156345,-111.656158,Central Mixedwood,Boreal
Terrestrial,826,2016,54.784748,-111.481438,Central Mixedwood,Boreal
Terrestrial,827,2016,54.737556,-111.114609,Central Mixedwood,Boreal
Terrestrial,828,2016,54.705143,-110.820778,Central Mixedwood,Boreal
Terrestrial,858,2016,54.61285,-111.486748,Central Mixedwood,Boreal
Terrestrial,859,2016,54.523682,-111.148102,Dry Mixedwood,Boreal
Terrestrial,860,2016,54.539394,-110.877342,Dry Mixedwood,Boreal
Terrestrial,890,2016,54.431137,-111.544334,Dry Mixedwood,Boreal
Terrestrial,892,2016,54.366241,-110.994919,Dry Mixedwood,Boreal
Terrestrial,923,2016,54.233109,-111.660652,Dry Mixedwood,Boreal
Terrestrial,924,2016,54.236469,-111.340385,Dry Mixedwood,Boreal
Terrestrial,925,2016,54.163403,-110.990196,Dry Mixedwood,Boreal
Terrestrial,956,2016,54.045712,-111.691193,Dry Mixedwood,Boreal
Terrestrial,957,2016,54.041615,-111.403084,Dry Mixedwood,Boreal
Terrestrial,958,2016,53.975182,-111.109261,Dry Mixedwood,Boreal
Terrestrial,891B,2016,54.3843,-111.243111,Dry Mixedwood,Boreal
Terrestrial,1,2009,59.943127,-110.282402,Kazan Uplands,Canadian Shield
Terrestrial,150,2010,58.822025,-111.529236,Kazan Uplands,Canadian Shield
Terrestrial,64,2011,59.31958,-111.284081,Kazan Uplands,Canadian Shield
Terrestrial,65,2011,59.318275,-110.953598,Kazan Uplands,Canadian Shield
Terrestrial,92,2011,59.18782,-111.372108,Kazan Uplands,Canadian Shield
Terrestrial,93,2011,59.160793,-111.064606,Kazan Uplands,Canadian Shield
Terrestrial,122,2011,58.93523,-111.107582,Kazan Uplands,Canadian Shield
Terrestrial,4,2012,59.919476,-111.43428,Kazan Uplands,Canadian Shield
Terrestrial,5,2012,59.901665,-111.13752,Kazan Uplands,Canadian Shield
Terrestrial,6,2012,59.842426,-110.768616,Kazan Uplands,Canadian Shield
Terrestrial,16,2012,59.737675,-111.459206,Kazan Uplands,Canadian Shield
Terrestrial,17,2012,59.700066,-111.143211,Kazan Uplands,Canadian Shield
Terrestrial,18,2012,59.662022,-110.840218,Kazan Uplands,Canadian Shield
Terrestrial,36,2012,59.510143,-111.286217,Kazan Uplands,Canadian Shield
Terrestrial,37,2012,59.482281,-110.956512,Kazan Uplands,Canadian Shield
Terrestrial,64,2012,59.31958,-111.284081,Kazan Uplands,Canadian Shield
Terrestrial,7,2013,59.820942,-110.375534,Kazan Uplands,Canadian Shield
Terrestrial,8,2013,59.741611,-110.100601,Kazan Uplands,Canadian Shield
Terrestrial,19,2013,59.607685,-110.419456,Kazan Uplands,Canadian Shield
Terrestrial,20,2013,59.61467,-110.124588,Kazan Uplands,Canadian Shield
Terrestrial,38,2013,59.464947,-110.522453,Kazan Uplands,Canadian Shield
Terrestrial,39,2013,59.395153,-110.222572,Kazan Uplands,Canadian Shield
Terrestrial,66,2014,59.29142,-110.63604,Kazan Uplands,Canadian Shield
Terrestrial,67,2014,59.227852,-110.360909,Kazan Uplands,Canadian Shield
Terrestrial,94,2014,59.114807,-110.680214,Kazan Uplands,Canadian Shield
Terrestrial,123,2014,58.941849,-110.816315,Kazan Uplands,Canadian Shield
Terrestrial,1,2015,59.943127,-110.282402,Kazan Uplands,Canadian Shield
Terrestrial,1,2016,59.943127,-110.282402,Kazan Uplands,Canadian Shield
Terrestrial,64,2016,59.31958,-111.284081,Kazan Uplands,Canadian Shield
Terrestrial,65,2016,59.318275,-110.953598,Kazan Uplands,Canadian Shield
Terrestrial,92,2016,59.18782,-111.372108,Kazan Uplands,Canadian Shield
Terrestrial,93,2016,59.160793,-111.064606,Kazan Uplands,Canadian Shield
Terrestrial,122,2016,58.93523,-111.107582,Kazan Uplands,Canadian Shield
Terrestrial,OG-721,2015,55.624916,-114.345428,Lower Foothills,Foothills
Terrestrial,OG-751,2008,55.480305,-114.732422,Lower Foothills,Foothills
Terrestrial,OG-910,2014,54.686611,-115.556122,Upper Foothills,Foothills
Terrestrial,OG-910,2010,54.686611,-115.556122,Upper Foothills,Foothills
Terrestrial,OG-1171,2010,53.281467,-116.769356,Lower Foothills,Foothills
Terrestrial,OG-1326,2010,52.221863,-114.977531,Lower Foothills,Foothills
Terrestrial,OG-943,2014,54.452568,-115.63842,Lower Foothills,Foothills
Terrestrial,OG-845,2008,55.004955,-115.412407,Lower Foothills,Foothills
Terrestrial,OG-942,2010,54.501518,-115.896027,Upper Foothills,Foothills
Terrestrial,OG-943,2010,54.452568,-115.63842,Lower Foothills,Foothills
Terrestrial,OG-972,2010,54.367252,-116.853073,Lower Foothills,Foothills
Terrestrial,OG-976,2010,54.28257,-115.62278,Lower Foothills,Foothills
Terrestrial,OG-1005,2010,54.193382,-116.921707,Lower Foothills,Foothills
Terrestrial,OG-1006,2010,54.165482,-116.588928,Lower Foothills,Foothills
Terrestrial,OG-1007,2010,54.189331,-116.269379,Lower Foothills,Foothills
Terrestrial,OG-1037,2010,54.092213,-117.601898,Upper Foothills,Foothills
Terrestrial,OG-1069,2010,53.910858,-117.963562,Upper Foothills,Foothills
Terrestrial,OG-1071,2010,53.880966,-117.342422,Lower Foothills,Foothills
Terrestrial,OG-1104,2010,53.69891,-117.313225,Upper Foothills,Foothills
Terrestrial,OG-1136,2010,53.555168,-117.357323,Lower Foothills,Foothills
Terrestrial,OG-1175,2010,53.208466,-115.650589,Lower Foothills,Foothills
Terrestrial,OG-1203,2010,53.118919,-116.850006,Upper Foothills,Foothills
Terrestrial,OG-1208,2010,53.018326,-115.338051,Lower Foothills,Foothills
Terrestrial,OG-1325,2010,52.277023,-115.237366,Lower Foothills,Foothills
Terrestrial,OG-1352,2010,52.086155,-115.320328,Upper Foothills,Foothills
Terrestrial,OG-1353,2010,52.018738,-115.006264,Lower Foothills,Foothills
Terrestrial,OG-814,2013,55.125652,-115.087868,Lower Foothills,Foothills
Terrestrial,721,2003,55.624916,-114.345428,Lower Foothills,Foothills
Terrestrial,723,2003,55.585331,-113.688354,Lower Foothills,Foothills
Terrestrial,752,2003,55.42271,-114.355591,Lower Foothills,Foothills
Terrestrial,816,2003,55.088943,-114.516335,Lower Foothills,Foothills
Terrestrial,846,2003,54.963406,-115.101395,Upper Foothills,Foothills
Terrestrial,878,2003,54.794971,-115.19751,Lower Foothills,Foothills
Terrestrial,896,2004,54.963379,-119.907356,Lower Foothills,Foothills
Terrestrial,898,2004,54.895935,-119.306557,Lower Foothills,Foothills
Terrestrial,933,2004,54.722633,-118.658981,Lower Foothills,Foothills
Terrestrial,934,2004,54.686821,-118.419434,Lower Foothills,Foothills
Terrestrial,972,2006,54.367252,-116.853073,Lower Foothills,Foothills
Terrestrial,1068,2007,53.935467,-118.193306,Upper Foothills,Foothills
Terrestrial,1069,2007,53.910858,-117.963562,Upper Foothills,Foothills
Terrestrial,1070,2007,53.939091,-117.590034,Upper Foothills,Foothills
Terrestrial,1101,2007,53.775806,-118.279419,Upper Foothills,Foothills
Terrestrial,1102,2007,53.744385,-117.968849,Upper Foothills,Foothills
Terrestrial,1103,2007,53.719894,-117.642792,Upper Foothills,Foothills
Terrestrial,1134,2007,53.593197,-117.914024,Upper Foothills,Foothills
Terrestrial,721,2008,55.624916,-114.345428,Lower Foothills,Foothills
Terrestrial,751,2008,55.480305,-114.732422,Lower Foothills,Foothills
Terrestrial,752,2008,55.42271,-114.355591,Lower Foothills,Foothills
Terrestrial,932,2008,54.716377,-119.043129,Lower Foothills,Foothills
Terrestrial,933,2008,54.722633,-118.658981,Lower Foothills,Foothills
Terrestrial,934,2008,54.686821,-118.419434,Lower Foothills,Foothills
Terrestrial,974,2008,54.329117,-116.306122,Lower Foothills,Foothills
Terrestrial,975,2008,54.32518,-115.914856,Lower Foothills,Foothills
Terrestrial,976,2008,54.28257,-115.62278,Lower Foothills,Foothills
Terrestrial,1007,2008,54.189331,-116.269379,Lower Foothills,Foothills
Terrestrial,1008,2008,54.149139,-115.990967,Lower Foothills,Foothills
Terrestrial,1041,2008,53.980541,-116.337242,Lower Foothills,Foothills
Terrestrial,1042,2008,53.964378,-116.07502,Lower Foothills,Foothills
Terrestrial,1043,2008,53.96035,-115.708099,Lower Foothills,Foothills
Terrestrial,1353,2008,52.018738,-115.006264,Lower Foothills,Foothills
Terrestrial,1378,2008,51.844158,-115.045753,Upper Foothills,Foothills
Terrestrial,1379,2008,51.846592,-114.763763,Lower Foothills,Foothills
Terrestrial,1402,2008,51.709274,-115.120628,Upper Foothills,Foothills
Terrestrial,1403,2008,51.656414,-114.798325,Lower Foothills,Foothills
Terrestrial,875,2010,54.906899,-116.155487,Lower Foothills,Foothills
Terrestrial,876,2010,54.877594,-115.831787,Upper Foothills,Foothills
Terrestrial,877,2010,54.82724,-115.563065,Upper Foothills,Foothills
Terrestrial,908,2010,54.71682,-116.154747,Lower Foothills,Foothills
Terrestrial,909,2010,54.68285,-115.836937,Upper Foothills,Foothills
Terrestrial,910,2010,54.686611,-115.556122,Upper Foothills,Foothills
Terrestrial,941,2010,54.548,-116.261368,Lower Foothills,Foothills
Terrestrial,942,2010,54.501518,-115.896027,Upper Foothills,Foothills
Terrestrial,943,2010,54.452568,-115.63842,Lower Foothills,Foothills
Terrestrial,1035,2010,54.099365,-118.176224,Upper Foothills,Foothills
